protein,Fasta_headers,T0.1,T0.2,T0.3,T2.1,T2.2,T2.3,T4.1,T4.2,T4.3,T6.1,T6.2,T6.3,T8.1,T8.2,T8.3
jgi|Aurli1|43100|fgenesh1_kg.3_#_358_#_isotig02433,jgi|Aurli1|43100|fgenesh1_kg.3_#_358_#_isotig02433,2030578.695,2672040.877,1995872.577,1645900,2127578.739,1536429.99,1888358.604,2407034.363,1839163.66,1643089.238,2099293.289,1505988.039,1813864.967,2232456.508,1639259.699
jgi|Aurli1|43109|fgenesh1_kg.4_#_2_#_isotig08484,jgi|Aurli1|43109|fgenesh1_kg.4_#_2_#_isotig08484,405862.0509,264150.4868,520165.3061,416030,276078.6697,516775.9378,500656.6318,308237.2378,609104.8076,608813.0258,407536.4569,710614.22,666633.046,434823.073,710449.6639
jgi|Aurli1|43118|fgenesh1_kg.4_#_11_#_isotig06654,jgi|Aurli1|43118|fgenesh1_kg.4_#_11_#_isotig06654,79598.56777,298729.9492,230526.047,83542,269800.7947,227756.9793,75405.81208,251569.5363,180664.2961,67780.59611,246142.7407,178538.4273,60909.97306,254444.8478,206712.3318
jgi|Aurli1|43122|fgenesh1_kg.4_#_15_#_isotig08388,jgi|Aurli1|43122|fgenesh1_kg.4_#_15_#_isotig08388,888425.7457,1024590.498,929899.7013,1006200,1021706.911,928528.0196,1167999.083,1196967.364,1206641.699,1318785.981,1299304.275,1229766.761,1448117.462,1373461.857,1327299.836
jgi|Aurli1|43124|fgenesh1_kg.4_#_17_#_isotig04079,jgi|Aurli1|43124|fgenesh1_kg.4_#_17_#_isotig04079,111261.7792,289905.3227,271283.8659,66546,226171.0417,192710.2931,116654.9473,351560.2751,217629.8653,79314.52956,253925.7119,189874.2005,83671.83557,263169.3905,211509.94
jgi|Aurli1|43130|fgenesh1_kg.4_#_23_#_isotig03564,jgi|Aurli1|43130|fgenesh1_kg.4_#_23_#_isotig03564,576262.4465,955580.9846,1231912.265,478010,704393.3445,856993.7357,447842.5081,626633.7608,799030.1885,435804.024,605213.8828,745479.9539,440462.5383,658465.7341,807543.5671
jgi|Aurli1|43167|fgenesh1_kg.4_#_60_#_isotig00583,jgi|Aurli1|43167|fgenesh1_kg.4_#_60_#_isotig00583,2487607.7,3088152.366,2526299.211,3063700,3631115.021,3023822.507,2293862.837,3016591.477,2476749.398,2142305.588,2808497.709,2229055.146,2275697.022,3063176.281,2412182.064
jgi|Aurli1|43171|fgenesh1_kg.4_#_64_#_isotig04764,jgi|Aurli1|43171|fgenesh1_kg.4_#_64_#_isotig04764,774724.6572,1238062.415,975821.3567,674930,963353.2248,820424.7962,675305.6425,1008671.892,865478.1903,593924.6502,862925.6335,751418.2998,635302.829,908398.2213,827356.7665
jgi|Aurli1|43211|fgenesh1_kg.4_#_104_#_isotig07669,jgi|Aurli1|43211|fgenesh1_kg.4_#_104_#_isotig07669,719391.3633,320609.42,268563.7293,726000,307783.4168,298745.1112,786481.0641,339205.1518,321358.5157,823003.072,371624.3214,322305.1936,854624.1325,368057.5661,353004.7849
jgi|Aurli1|43216|fgenesh1_kg.4_#_109_#_isotig10173,jgi|Aurli1|43216|fgenesh1_kg.4_#_109_#_isotig10173,217108.2915,219859.2661,170694.0995,203540,203208.0138,170945.5572,202317.2333,226284.4136,193121.1866,240573.8684,238811.6839,231595.4901,261580.8934,259886.7934,259912.7327
jgi|Aurli1|43242|fgenesh1_kg.4_#_135_#_isotig03704,jgi|Aurli1|43242|fgenesh1_kg.4_#_135_#_isotig03704,186255.9066,374061.4434,552010.8076,222620,477985.7738,826327.8853,193677.5578,401744.1284,672807.1172,184737.3957,377258.1883,630158.4524,188715.1452,377827.8919,628913.3893
jgi|Aurli1|43247|fgenesh1_kg.4_#_140_#_isotig04575,jgi|Aurli1|43247|fgenesh1_kg.4_#_140_#_isotig04575,270499.8951,405867.4517,480723.3256,270310,446694.9525,476046.9474,212667.4485,378560.6018,389359.409,211850.4444,378523.5488,381818.0028,215505.3182,380790.9441,411660.1586
jgi|Aurli1|43262|fgenesh1_kg.4_#_155_#_isotig03786,jgi|Aurli1|43262|fgenesh1_kg.4_#_155_#_isotig03786,5103815.789,3822977.615,3889131.871,5067600,3756869.628,3875238.521,4565594.961,3408732.348,3488379.433,4121345.452,3203470.944,3208705.833,3929681.994,3146064.278,3163884.239
jgi|Aurli1|43266|fgenesh1_kg.4_#_159_#_isotig04228,jgi|Aurli1|43266|fgenesh1_kg.4_#_159_#_isotig04228,931328.319,773625.5905,984534.6398,933380,760026.9465,968687.6176,998877.9188,837085.5221,1074679.681,1064366.936,879596.2557,1111282.061,1015247.756,805853.3745,1043641.249
jgi|Aurli1|43269|fgenesh1_kg.4_#_162_#_isotig04443,jgi|Aurli1|43269|fgenesh1_kg.4_#_162_#_isotig04443,793224.3795,507887.6047,569171.9945,778300,502683.348,570182.6254,712492.9706,438602.1661,472799.1944,668295.6313,440234.9785,437309.1994,723843.4703,488864.8851,492700.5266
jgi|Aurli1|43279|fgenesh1_kg.4_#_172_#_isotig02417,jgi|Aurli1|43279|fgenesh1_kg.4_#_172_#_isotig02417,528637.3703,734563.7781,695437.1965,545090,728420.7531,693136.5334,579621.7196,777439.7741,706160.5257,529013.358,722781.9393,681910.255,493475.3789,662842.5302,609792.1526
jgi|Aurli1|43283|fgenesh1_kg.4_#_176_#_isotig05563,jgi|Aurli1|43283|fgenesh1_kg.4_#_176_#_isotig05563,145480.4111,63479.41383,92055.61427,144710,66238.97287,98380.55681,189879.5796,71753.01486,96744.01453,172421.5693,81014.2025,114145.5914,183509.75,88974.84219,122500.468
jgi|Aurli1|43290|fgenesh1_kg.4_#_183_#_isotig08558,jgi|Aurli1|43290|fgenesh1_kg.4_#_183_#_isotig08558,1535106.175,1765952.507,1386163.913,1112200,1418385.826,1108119.046,820759.5082,1238622.318,953059.0197,823823.4519,1132497.628,882508.7554,898967.8374,1248936.198,972322.9577
jgi|Aurli1|43294|fgenesh1_kg.4_#_187_#_isotig07858,jgi|Aurli1|43294|fgenesh1_kg.4_#_187_#_isotig07858,321725.392,470600.0559,393922.2191,309440,462936.6135,373323.9017,343412.6049,553021.3517,452161.4916,344681.0882,551898.0194,446363.707,363585.1133,611986.4834,494211.3119
jgi|Aurli1|43296|fgenesh1_kg.4_#_189_#_isotig00252,jgi|Aurli1|43296|fgenesh1_kg.4_#_189_#_isotig00252,4444324.107,3931487.837,3777340.892,5197500,4760836.861,4298680.578,4635949.366,4306198.705,4160061.267,4502872.738,4104789.222,3886265.221,4773112.57,4392870.177,4144049.441
jgi|Aurli1|43299|fgenesh1_kg.4_#_192_#_isotig08779,jgi|Aurli1|43299|fgenesh1_kg.4_#_192_#_isotig08779,371594.6328,867913.6898,828701.7743,343320,817730.1775,775535.7549,390235.0074,933042.7042,914146.7098,401398.7097,1006764.984,977639.8809,409220.3825,1064278.008,1051345.101
jgi|Aurli1|43300|fgenesh1_kg.4_#_193_#_isotig04277,jgi|Aurli1|43300|fgenesh1_kg.4_#_193_#_isotig04277,489520.6052,378207.6171,395050.0806,557220,385177.6907,452864.5406,678224.1906,463076.8078,610038.7931,715897.9208,507530.0623,648208.6721,772737.0038,515667.9196,655703.8795
jgi|Aurli1|43329|fgenesh1_kg.4_#_222_#_isotig01976,jgi|Aurli1|43329|fgenesh1_kg.4_#_222_#_isotig01976,162828.7793,57747.6088,160432.7713,139580,42206.63659,104154.661,146545.9052,55271.97773,112515.9907,121264.3003,42160.60603,100125.2155,132590.809,53455.97984,120643.7013
jgi|Aurli1|43356|fgenesh1_kg.4_#_249_#_isotig00738,jgi|Aurli1|43356|fgenesh1_kg.4_#_249_#_isotig00738,651851.7654,265850.0445,255427.46,604640,272915.0938,270926.223,612102.6473,206361.6594,253638.9433,707380.1494,293654.0139,305066.3519,697611.0182,278846.4544,284281.3534
jgi|Aurli1|43360|fgenesh1_kg.4_#_253_#_isotig01482,jgi|Aurli1|43360|fgenesh1_kg.4_#_253_#_isotig01482,691924.7398,697836.523,652467.8844,726750,705930.7833,670941.8482,758175.0132,796655.7135,714543.8892,852465.8508,823609.0758,786378.1064,840622.4021,797942.2187,760628.4943
jgi|Aurli1|43369|fgenesh1_kg.4_#_262_#_isotig09465,jgi|Aurli1|43369|fgenesh1_kg.4_#_262_#_isotig09465,66490.69492,52484.58288,122848.445,54365,44871.53048,92033.57405,59008.79037,39360.16215,75464.89998,62445.08843,34713.05579,74483.32033,74301.14575,48113.77096,91414.04251
jgi|Aurli1|43379|fgenesh1_kg.4_#_272_#_isotig03938,jgi|Aurli1|43379|fgenesh1_kg.4_#_272_#_isotig03938,4435152.304,3923923.871,4193101.606,4626900,4081899.954,4326685.391,4512152.673,3819533.13,4084892.317,4216853.875,3730804.902,3804892.244,3976158.737,3553338.712,3558879.629
jgi|Aurli1|43388|fgenesh1_kg.4_#_281_#_isotig02071,jgi|Aurli1|43388|fgenesh1_kg.4_#_281_#_isotig02071,717010.5974,842597.7506,983583.6977,768060,993717.6407,1201301.863,685356.2717,878844.1426,1090388.641,632117.8913,832757.8329,1026381.354,590724.2942,808554.9809,939327.8684
jgi|Aurli1|43400|fgenesh1_kg.4_#_293_#_isotig08314,jgi|Aurli1|43400|fgenesh1_kg.4_#_293_#_isotig08314,212239.43,249526.82,423324.0206,200440,222613.2507,422954.0067,187482.8911,209424.5237,439299.499,180898.8281,215020.8984,453489.7221,185466.6655,218588.0425,440907.1165
jgi|Aurli1|43401|fgenesh1_kg.4_#_294_#_isotig02755,jgi|Aurli1|43401|fgenesh1_kg.4_#_294_#_isotig02755,180401.5641,673295.6569,602421.7942,145540,615507.7014,588298.6015,139462.1444,643785.8008,602229.3243,128060.2868,605595.4994,577030.835,153754.85,587584.8768,590751.6449
jgi|Aurli1|43402|fgenesh1_kg.4_#_295_#_isotig05521,jgi|Aurli1|43402|fgenesh1_kg.4_#_295_#_isotig05521,221362.4471,278297.9039,333736.4327,250860,323315.4906,420873.9812,370665.2726,435473.3324,486595.1725,305890.2864,363389.4358,463155.7029,295504.0234,389525.17,491005.2179
jgi|Aurli1|43417|fgenesh1_kg.4_#_310_#_isotig02339,jgi|Aurli1|43417|fgenesh1_kg.4_#_310_#_isotig02339,533574.5325,287645.4712,300387.1159,484760,297967.4615,301533.9722,548938.3083,331731.7629,305773.3366,562334.9606,320768.8813,306230.5029,571389.9691,329712.1843,358182.9726
jgi|Aurli1|43418|fgenesh1_kg.4_#_311_#_isotig04856,jgi|Aurli1|43418|fgenesh1_kg.4_#_311_#_isotig04856,167414.681,95810.23065,163407.2296,133370,76921.21576,128159.7818,148671.9998,89645.79683,147682.2312,139515.2207,83088.99198,152186.2825,135526.1822,87420.69225,149636.9396
jgi|Aurli1|43422|fgenesh1_kg.4_#_315_#_isotig08042,jgi|Aurli1|43422|fgenesh1_kg.4_#_315_#_isotig08042,1068905.368,1140291.156,756087.3964,1334100,1500481.115,963446.883,1700392.51,1893132.856,1104600.974,1464732.575,1535404.472,1092514.537,1401151.49,1468163.33,1125592.702
jgi|Aurli1|43451|fgenesh1_kg.5_#_19_#_isotig02143,jgi|Aurli1|43451|fgenesh1_kg.5_#_19_#_isotig02143,959975.5683,1512512.969,1314179.81,712880,1158105.325,1006743.95,659823.8079,1170768.094,1021566.291,618931.0443,1161118.877,999711.713,648198.9021,1234024.105,1042303.455
jgi|Aurli1|43461|fgenesh1_kg.5_#_29_#_isotig04089,jgi|Aurli1|43461|fgenesh1_kg.5_#_29_#_isotig04089,99777.51063,63106.81849,231687.0809,88310,55468.03159,209373.7374,116635.6192,65753.57054,278980.332,94915.92672,59794.30813,240755.8296,118647.7861,63431.58901,279760.5303
jgi|Aurli1|43464|fgenesh1_kg.5_#_32_#_isotig07848,jgi|Aurli1|43464|fgenesh1_kg.5_#_32_#_isotig07848,20012.0941,19268.50194,21406.14804,23021,24204.80537,28595.12115,26031.12966,29288.52195,33805.77256,24989.17633,26415.90637,30202.07448,27024.02445,28083.15057,28363.55215
jgi|Aurli1|43476|fgenesh1_kg.5_#_44_#_isotig01693,jgi|Aurli1|43476|fgenesh1_kg.5_#_44_#_isotig01693,659735.6133,541000.9651,469245.6761,703450,573494.2302,536832.4963,853501.3657,688456.4984,645980.3541,946090.4388,807430.5383,840411.1746,994210.9143,859110.8492,871480.923
jgi|Aurli1|43487|fgenesh1_kg.5_#_55_#_isotig01870,jgi|Aurli1|43487|fgenesh1_kg.5_#_55_#_isotig01870,76145.48142,163390.9947,44622.40323,156640,357178.5652,91745.39175,110093.0462,245330.7174,62610.78441,97961.46043,188799.8174,50796.96361,99880.96657,186391.4783,57974.94376
jgi|Aurli1|43520|fgenesh1_kg.5_#_88_#_isotig03940,jgi|Aurli1|43520|fgenesh1_kg.5_#_88_#_isotig03940,2356665.572,2198779.426,2171796.858,2049300,1783034.767,1779409.502,1842261.007,1567621.064,1644714.639,1864085.399,1662944.775,1714947.26,1944684.767,1682742.537,1712146.439
jgi|Aurli1|43535|fgenesh1_kg.5_#_103_#_isotig05536,jgi|Aurli1|43535|fgenesh1_kg.5_#_103_#_isotig05536,562797.4588,382867.3934,598662.2558,536190,375243.4709,624437.5915,604883.5896,412091.8976,694457.5754,504726.0622,344057.5396,589577.7956,521273.3634,350027.4901,630724.0251
jgi|Aurli1|43547|fgenesh1_kg.5_#_115_#_isotig02539,jgi|Aurli1|43547|fgenesh1_kg.5_#_115_#_isotig02539,989871.744,1038597.841,596063.7513,1219600,1369897.372,880001.8387,1520544.231,1799362.088,1172995.717,1364666.485,1715065.575,1098664.546,1270527.381,1557539.056,949418.9915
jgi|Aurli1|43555|fgenesh1_kg.5_#_123_#_isotig04943,jgi|Aurli1|43555|fgenesh1_kg.5_#_123_#_isotig04943,152310.4773,434806.6237,359975.7991,136890,374198.8009,303184.0482,124260.5677,389030.8856,302768.8292,114336.648,330891.7651,269212.8536,124352.1948,381003.974,321589.6771
jgi|Aurli1|43565|fgenesh1_kg.5_#_133_#_isotig07896,jgi|Aurli1|43565|fgenesh1_kg.5_#_133_#_isotig07896,1246487.09,1549585.738,1250378.233,1091600,1325548.177,1064078.283,1163843.535,1408257.879,1117035.359,1201805.886,1427748.406,1154978.88,1264069.56,1522679.618,1225004.68
jgi|Aurli1|43566|fgenesh1_kg.5_#_134_#_isotig05260,jgi|Aurli1|43566|fgenesh1_kg.5_#_134_#_isotig05260,277427.5337,530560.825,544491.7309,247230,514273.2711,486563.2773,236750.3024,485704.3067,439682.0955,212721.465,487615.6986,422222.2731,233870.9701,540350.3383,479022.7301
jgi|Aurli1|43568|fgenesh1_kg.5_#_136_#_isotig04290,jgi|Aurli1|43568|fgenesh1_kg.5_#_136_#_isotig04290,2623721.163,1488513.72,1734916.384,2931900,1611354.103,2006817.873,3293513.881,1846200.351,2364108.501,3333679.484,1822822.067,2281618.327,3185271.342,1786255.702,2236654.186
jgi|Aurli1|43575|fgenesh1_kg.5_#_143_#_isotig07483,jgi|Aurli1|43575|fgenesh1_kg.5_#_143_#_isotig07483,27661.7683,44290.28684,102698.4251,26569,37333.15278,99012.69863,28487.73538,50296.00129,112652.15,25551.28847,49246.62471,95266.35508,27703.07412,57751.43725,106855.1908
jgi|Aurli1|43584|fgenesh1_kg.5_#_152_#_isotig05824,jgi|Aurli1|43584|fgenesh1_kg.5_#_152_#_isotig05824,2822573.663,2902228.224,2854153.072,2889500,3167518.097,2888214.143,2908014.266,3213557.211,2943292.015,3002691.65,3297670.002,2913317.222,2803672.821,2910859.904,2515515.165
jgi|Aurli1|43598|fgenesh1_kg.5_#_166_#_isotig05228,jgi|Aurli1|43598|fgenesh1_kg.5_#_166_#_isotig05228,3090800.122,2297391.125,1850466.901,2950600,2134083.288,1815316.087,3330237.334,2701917.512,2353755.891,3806967.779,2857103.62,2532322.356,3988976.533,3087771.552,2778230.346
jgi|Aurli1|43604|fgenesh1_kg.5_#_172_#_isotig04776,jgi|Aurli1|43604|fgenesh1_kg.5_#_172_#_isotig04776,155510.8512,129306.4585,76907.99187,150690,161647.8899,85731.91028,124308.8881,179219.9697,85702.73098,144376.7311,166384.8604,73609.61915,174644.9228,182014.6822,81205.28576
jgi|Aurli1|43607|fgenesh1_kg.5_#_175_#_isotig07618,jgi|Aurli1|43607|fgenesh1_kg.5_#_175_#_isotig07618,109066.4007,85141.30389,155058.8429,115050,104604.9691,221354.2193,136649.901,124569.0466,263608.9568,137327.541,133565.8283,277632.3697,134205.2643,133695.6279,240249.4586
jgi|Aurli1|43614|fgenesh1_kg.5_#_182_#_isotig08114,jgi|Aurli1|43614|fgenesh1_kg.5_#_182_#_isotig08114,105319.6215,288131.0591,140341.3559,95653,287639.0267,123511.6802,115582.236,339403.0599,129148.8089,107358.3549,308014.851,137369.8155,104058.9811,304710.2207,137631.3863
jgi|Aurli1|43631|fgenesh1_kg.5_#_199_#_isotig05514,jgi|Aurli1|43631|fgenesh1_kg.5_#_199_#_isotig05514,667599.9467,827311.0696,438594.3809,692920,874782.9537,490339.8599,775551.0049,958158.1913,532371.7129,770265.8122,946630.2334,542694.2607,790505.7964,892953.5536,532499.9161
jgi|Aurli1|43636|fgenesh1_kg.5_#_204_#_isotig02782,jgi|Aurli1|43636|fgenesh1_kg.5_#_204_#_isotig02782,291556.0136,276140.773,334189.7888,289360,355522.8619,382225.0163,343721.8551,325266.7632,368834.2345,288591.4118,306096.7252,333535.1349,274643.3043,269850.7827,300277.2251
jgi|Aurli1|43638|fgenesh1_kg.5_#_206_#_isotig06176,jgi|Aurli1|43638|fgenesh1_kg.5_#_206_#_isotig06176,191817.5319,153576.5159,468040.4123,192470,111907.8033,300488.1493,172648.549,107831.6713,237164.7901,176280.3932,101510.0295,229761.0704,164439.6086,92746.43972,230677.3076
