proteinId
32
79
131
166
198
269
365
422
474
480
533
582
583
619
636
639
698
724
738
776
879
893
898
934
958
982
985
1027
1085
1116
1152
1199
1229
1255
1289
1308
1339
1410
1427
1499
1517
1519
1523
1551
1552
1598
1617
1714
1811
1896
1906
1912
1963
1993
2000
2026
2055
2062
2068
2080
2088
2121
2129
2138
2141
2170
2177
2243
2271
2298
2299
2349
2474
2512
2575
2688
2689
2717
2720
2807
2830
2839
2849
2866
2881
2921
2966
3015
3036
3056
3101
3200
3202
3229
3326
3331
3351
3364
3505
3556
3649
3669
3695
3832
3837
3843
3947
3963
3965
3985
3999
4023
4031
4032
4060
4186
4212
4247
4312
4362
4379
4391
4393
4401
4410
4439
4483
4509
4511
4543
4545
4550
4586
4597
4721
4753
4763
4806
4822
4845
4864
4910
4924
4972
5036
5052
5123
5161
5169
5197
5199
5242
5252
5354
5382
5390
5406
5466
5476
5490
5511
5580
5737
5738
5761
5805
5844
5914
5945
5994
6090
6119
6122
6180
6183
6203
6216
6263
6443
6543
6585
6602
6644
6725
6750
6762
6823
6829
6862
6881
6932
7035
7046
7073
7090
7093
7167
7193
7221
7270
7287
7317
7349
7358
7389
7410
7411
7412
7414
7427
7509
7511
7513
7514
7540
7610
7634
7726
7741
7823
7824
7827
7941
7993
8012
8117
8149
8209
8219
8222
8225
8277
8338
8340
8348
8367
8399
8447
8477
8478
8500
8503
8512
8516
8560
8654
8741
8761
8790
8835
8851
8852
8864
8913
8957
8958
9042
9052
9078
9103
9127
9156
9162
9198
9200
9217
9242
9283
9311
9322
9353
9375
9384
9389
9403
9453
9493
9568
9599
9604
9605
9632
9635
9643
9717
9724
9737
9784
9803
9813
9837
9897
9964
9997
10011
10076
10097
10125
10133
10138
10140
10173
10200
10250
10251
10281
10289
10290
10307
10371
10378
10382
10387
10402
10559
10569
10610
10624
10677
10696
10713
10816
10850
10892
10902
10903
10974
10989
10993
11007
11009
11049
11054
11058
11130
11146
11207
11227
11252
11254
11259
11364
11378
11407
11460
11520
11543
11558
11593
11624
11627
11675
11684
11753
11795
11818
11844
11860
11911
11914
11929
11945
11964
11975
11998
12033
12044
12049
12050
12067
12096
12129
12199
12207
12245
12275
12282
12317
12334
12338
12358
12401
12411
12485
12486
12495
12500
12516
12544
12559
12563
12584
12619
12695
12711
12729
12747
12751
12756
12792
12825
12856
12867
12894
12920
12928
12959
12961
12962
12964
13040
13082
13131
13138
13146
13168
13185
13228
13242
13244
13256
13261
13288
13334
13360
13396
13407
13424
13425
13441
13450
13459
13469
13509
13515
13532
13547
13549
13555
13557
13560
13571
13572
13625
13628
28361
28382
28446
28501
28511
28516
28522
28542
28546
28564
28575
28653
28670
28709
28745
28766
28831
28845
28891
29083
29101
29179
29189
29210
29212
29215
29283
29286
29314
29326
29433
29440
29497
29648
29698
29744
29756
29761
29786
29874
29930
29938
29952
29957
30035
30054
30056
30057
30142
30300
30363
30386
30472
30483
30524
30560
30572
30627
30628
30680
30729
30737
30741
30744
30757
30818
30858
30968
30990
31034
31057
31066
31104
31110
31122
31131
31139
31177
31186
31192
31247
31255
31275
31320
31359
31363
31378
31397
31475
31482
31515
31547
31654
31675
31732
31739
31798
31837
31858
31915
32053
32098
32158
32174
32211
32219
32228
32258
32281
32308
32420
32424
32475
32531
32577
32607
32622
32787
32814
32826
32860
32931
32940
32955
33080
33132
33266
33301
33315
33378
33387
33443
33487
33523
33557
33559
33576
33596
33598
33610
33615
33631
33693
33707
33732
33733
33765
33770
33781
33796
33812
33819
33838
33928
33967
33974
34045
34155
34183
34189
34201
34236
34238
34279
34300
34336
34338
34439
34455
34560
34570
34577
34664
34689
34699
34735
34811
34824
34921
34995
34996
35017
35049
35113
35166
35190
35192
35193
35210
35256
35262
35292
35437
35471
35473
35537
35588
35708
35710
35767
35799
35812
35850
35853
35859
35863
35867
35868
35880
35888
35923
35936
36030
36045
36046
36256
36260
36347
36349
36463
36485
36500
36501
36532
36540
36547
36581
36586
36593
36602
36636
36682
36694
36744
36764
36862
36899
36904
36930
36970
36971
37004
37022
37031
37048
37079
37162
37174
37203
37326
37389
37402
37409
37425
37427
37448
37458
37473
37521
37577
37637
37642
37732
37765
37766
37793
37842
37859
37937
38006
38030
38034
38075
38126
38177
38201
38217
38228
38284
38288
38328
38359
38370
38427
38460
38470
38497
38504
38524
38533
38630
38696
38706
38822
38859
38882
38890
38939
38953
38955
38976
39015
39087
39097
39098
39107
39150
39172
39200
39216
39225
39330
39339
39393
39398
39399
39420
39432
39552
39595
39596
39610
39624
39645
39671
39706
39714
39816
39878
39893
39960
40018
40050
40068
40151
40160
40194
40210
40232
40345
40363
40405
40428
40436
40469
40473
40483
40497
40581
40598
40617
40632
40667
40697
40704
40712
40772
40815
40947
40964
41029
41030
41044
41068
41110
41111
41119
41146
41170
41180
41223
41268
41305
41354
41357
41374
41430
41481
41558
41591
41619
41623
41630
41640
41688
41776
41781
41800
41870
41884
41900
41925
41930
41969
41976
41977
41981
41982
42017
42045
42058
42095
42102
42120
42134
42137
42142
42170
42193
42270
42273
42281
42345
42422
42432
42460
42468
42488
42499
42509
42547
42550
42610
42612
42622
42628
42647
42671
42678
42728
42759
42787
42849
42877
42916
