name,T0_1,T0_2,T0_3,T2_1,T2_2,T2_3,T4_1,T4_2,T4_3,T6_1,T6_2,T6_3,T8_1,T8_2,T8_3,Protein_id,jgi,ID,set,T2_vs_T0_CI.L,T2_vs_T0_CI.R,T2_vs_T0_diff,T2_vs_T0_p.adj,T2_vs_T0_p.val,T4_vs_T0_CI.L,T4_vs_T0_CI.R,T4_vs_T0_diff,T4_vs_T0_p.adj,T4_vs_T0_p.val,T4_vs_T2_CI.L,T4_vs_T2_CI.R,T4_vs_T2_diff,T4_vs_T2_p.adj,T4_vs_T2_p.val,T6_vs_T0_CI.L,T6_vs_T0_CI.R,T6_vs_T0_diff,T6_vs_T0_p.adj,T6_vs_T0_p.val,T6_vs_T4_CI.L,T6_vs_T4_CI.R,T6_vs_T4_diff,T6_vs_T4_p.adj,T6_vs_T4_p.val,T8_vs_T0_CI.L,T8_vs_T0_CI.R,T8_vs_T0_diff,T8_vs_T0_p.adj,T8_vs_T0_p.val,T8_vs_T6_CI.L,T8_vs_T6_CI.R,T8_vs_T6_diff,T8_vs_T6_p.adj,T8_vs_T6_p.val,T2_vs_T0_significant,T4_vs_T0_significant,T4_vs_T2_significant,T6_vs_T0_significant,T6_vs_T4_significant,T8_vs_T0_significant,T8_vs_T6_significant,significant,cluster
100312-TotalwMM,19.003210146301637,18.95348128517955,18.939463874624675,18.890526831963996,18.867109671799284,18.88838870061137,18.828786373585576,18.935753515195273,18.832346980159286,18.782881895195686,18.81249127811884,18.804155690421066,18.786122219648984,18.781911552055973,18.809461945914855,100312-TotalwMM,100312,100312-TotalwMM,TotalwMM,-0.14753918741934052,-0.019214213734805766,-0.08337670057707314,0.7974257527102617,0.015020274213612619,-0.16391863256417233,-0.03559365887963757,-0.09975614572190494,0.9067340827398069,0.005295156545951846,-0.08054193198709918,0.047783041697435566,-0.016379445144831806,0.9191421112137139,0.589175835717376,-0.22970463429902205,-0.10137966061448729,-0.16554214745675466,0.8387143698187799,1.0358446222079163e-4,-0.1299484885771171,-0.0016235148925823478,-0.06578600173484972,0.7584171283681794,0.04526658994201642,-0.23704901633761105,-0.1087240426530763,-0.17288652949534367,0.757593600493822,6.947663662123992e-5,-0.07150686888085638,0.05681810480367837,-0.0073443820385890035,0.9010249955229214,0.8077516926749746,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not significant
100463-TotalwMM,16.746514248362864,17.020895735012353,17.04606788711226,16.77211946795942,16.59136212511113,16.402558051177845,16.58417826336651,16.453953609588485,16.64576081330557,16.583527002949214,16.426910925072253,16.450595215800643,16.549405828353088,16.67880555664367,16.652648564028212,100463-TotalwMM,100463,100463-TotalwMM,TotalwMM,-0.5581358119949,-0.14015633883115594,-0.349146075413028,0.7526847290071932,0.0033078492942259243,-0.5855181313241771,-0.16753865816043298,-0.37652839474230504,0.8979875850378197,0.0019537137735672477,-0.2363720559111491,0.18160741725259502,-0.02738231932927704,0.9241937542090904,0.7806921813114664,-0.6598046454703292,-0.24182517230658515,-0.4508149088884572,0.8603964945199284,4.88174422527186e-4,-0.2832762507280242,0.1347032224357199,-0.07428651414615217,0.8859138534854515,0.4546264046397759,-0.5198623770693749,-0.10188290390563079,-0.31087264048750285,0.8469201027682398,0.006966455665727831,-0.0690474681809177,0.3489320049828264,0.13994226840095436,0.8106483772580049,0.17078736948707945,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not significant
100711-TotalwMM,21.131027529125944,21.218718587337683,21.09565963285739,20.907179505624384,20.912631745766365,20.905828682583532,20.692632856781092,20.68045724333759,20.649991471854385,20.587272766774866,20.555482034120853,20.64856650854231,20.73234845858041,20.65297718869785,20.73798197373302,100711-TotalwMM,100711,100711-TotalwMM,TotalwMM,-0.3169648342289034,-0.16287904266892808,-0.23992193844891574,0.4578840166024585,1.728737217512711e-5,-0.551150954895972,-0.3970651633359966,-0.4741080591159843,0.37872785192682124,1.0306779322672997e-8,-0.31122901644705625,-0.1571432248870809,-0.23418612066706856,0.40117664970136757,2.194502284954626e-5,-0.6284043757409831,-0.4743185841810077,-0.5513614799609954,0.2585041693756625,1.7600234273757599e-9,-0.15429631662499874,-2.1052506502342028e-4,-0.07725342084501108,0.7650619815593298,0.049467189641659026,-0.5177422718832309,-0.3636564803232555,-0.44069937610324317,0.2847938238340556,2.3985513588178717e-8,0.033619208077764556,0.18770499963773987,0.11066210385775221,0.45826280137078684,0.008585375006325745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not significant
1009-TotalwMM,17.610573462790992,17.296819019963692,17.312761344025617,17.081934585497397,17.202159163648354,17.198244480770907,17.20288155707436,17.192220114334045,17.165549754179896,16.957709261331214,17.138598475210568,17.216231962339517,17.213097036925205,17.125216074465165,17.098680171622835,1009-TotalwMM,1009,1009-TotalwMM,TotalwMM,-0.42084666378664903,-0.07103040078911141,-0.2459385322878802,0.7857095759106505,0.00971637134785871,-0.39474226522943323,-0.044926002231895606,-0.2198341337306644,0.91586342661458775,0.017866483188281896,-0.148803732941553,0.2010125300559846,0.026104398557215802,0.92348997639461194,0.75125125632130485,-0.4774461741317684,-0.12762991113423075,-0.30253804263299955,0.8784005957864364,0.0026068044926700956,-0.25761204040110397,0.09220422259643365,-0.08270390890233514,0.8718189756241971,0.3241293098223774,-0.4359616460877984,-0.08614538309026079,-0.2610535145890296,0.846649890717584,0.006825196916765233,-0.13342360345479884,0.21639265954273876,0.04148452804396996,0.8879140432284642,0.615559465857954,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not significant
101067-TotalwMM,17.573019752798917,17.48336951866748,17.57522263837986,17.622266281892518,17.606788949292582,17.658013177458223,17.38984536237199,17.600169009024935,17.471781145000634,17.38041602878179,17.37597591651432,17.369257791908737,17.3269119214083,17.258995754899505,17.29709955952186,101067-TotalwMM,101067,101067-TotalwMM,TotalwMM,-0.01193765767975552,0.18224199021113552,0.08515216626569,0.8360718345107946,0.08033993634515395,-0.15369528842834146,0.04048435946254958,-0.05660546448289594,0.931916855810872,0.228777341368809,-0.23884745469403146,-0.04466780680314042,-0.14175763074858594,0.8202071146068495,0.007792782313933674,-0.2657438814925789,-0.07156423360168784,-0.16865405754713336,0.8781184172650205,0.002530427187724438,-0.20913841700968294,-0.014958769118791904,-0.11204859306423742,0.7163930067827639,0.027088195443396905,-0.3466247152843066,-0.15244506739341557,-0.2495348913388611,0.7694168997449534,1.0726924351866849e-4,-0.17797065773717324,0.016208990153717795,-0.08088083379172772,0.7627042116992607,0.094787378010570425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not significant
101509-TotalwMM,20.30908931809719,20.16760615963361,20.150657593979545,20.854505989617525,20.82425909593349,20.784157557564782,20.524358090793086,20.610269827824386,20.598600958938015,20.771474381495178,20.79794321851097,20.830670064277044,20.661946552483553,20.651024756778625,20.69525781966142,101509-TotalwMM,101509,101509-TotalwMM,TotalwMM,0.5243379043586551,0.6993751432449762,0.6118565238018157,0.007023175027155,2.318369129059556e-9,0.28110664917188766,0.4561438880582087,0.3686252686150482,0.7150092253768154,7.425656966548687e-7,-0.330749874629928,-0.15571263574360694,-0.24323125518676747,0.49402208842640094,5.199130095729852e-5,0.5033929114144606,0.6784301503007817,0.5909115308576212,0.3180958089528126,3.491000904410154e-9,0.13476764279941245,0.3098048816857335,0.22228626224257297,0.10865117580339788,1.1941588533688743e-4,0.3727733996279263,0.5478106385142474,0.46029201907108686,0.360403705356911,6.266538137145996e-8,-0.21813813122969483,-0.043100892343373776,-0.1306195117865343,0.4220293085587301,0.006826341312119611,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cluster 4
10179-TotalwMM,18.638249257540345,18.641225842360225,18.69914967094268,18.301715226574274,18.189044447982567,18.1359241256665,18.208856148747966,18.080847873837502,18.056964683800178,18.18810381462208,18.111812434934897,18.127603459455564,18.186097785400825,18.491809769142492,18.53360125993358,10179-TotalwMM,10179,10179-TotalwMM,TotalwMM,-0.6183989415220659,-0.28289503889120554,-0.4506469902066357,0.5644179976050946,7.145335442879267e-5,-0.7117373061346328,-0.3762334035037725,-0.5439853548192026,0.8158864590680258,1.1539811201169249e-5,-0.2610903159279971,0.07441358670286319,-0.09333836461256695,0.9040683692586483,0.24949657039594117,-0.6847869719256672,-0.34928306929480685,-0.517035020610237,0.8069131339635337,1.9145585428821567e-5,-0.1408016171064645,0.19470228552439578,0.026950334208965643,0.9043575466751266,0.7330210981084824,-0.4234572701042147,-0.08795336747335442,-0.25570531878878455,0.8449211611944775,0.00599467994204043,0.0935777505060223,0.42908165313688257,0.26132970182145243,0.3796880372758772,0.005228890086186368,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not significant
102011-TotalwMM,17.993021842340163,17.98823154468823,18.18820670442491,18.09392943859248,18.26390434899474,18.115433722623038,18.15689330055528,18.256045716337514,18.170224702824314,18.28404517305359,18.167454836227005,18.130642894500788,18.270813441156037,18.166686354246522,18.18381681643312,102011-TotalwMM,102011,102011-TotalwMM,TotalwMM,-0.0353405990845245,0.23787887825582446,0.10126913958564998,0.8462024870290986,0.13263244192596826,0.0012914707510945644,0.2745109480914435,0.13790120942126904,0.9224246745228982,0.04817933803575354,-0.09997766883455542,0.17324180850579354,0.03663206983561906,0.9185835931764555,0.5707799526919468,9.511987725184523e-4,0.2741706761128674,0.13756093744269293,0.9017927966563861,0.048652878953136754,-0.1369500106487506,0.13626946669159837,-3.4027197857611213e-4,0.9157792060806698,0.9957700271338439,0.014009101457282597,0.28722857879763153,0.15061884012745708,0.8657073035389016,0.03330973455500783,-0.12355183598541034,0.14966764135493862,0.013057902684764144,0.9028013193398907,0.8389246352090254,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not significant
102422-TotalwMM,19.39034954717936,19.388327270690727,19.4103046093975,19.334472261012145,19.128094934910234,19.230495996788846,19.26800081823085,19.456164214083635,19.329422825807857,19.349183164959825,19.379269799056463,19.345404447267526,19.22348929771307,19.317577948086925,19.297469479644334,102422-TotalwMM,102422,102422-TotalwMM,TotalwMM,-0.27913411274603267,-0.051478043624871475,-0.16530607818545207,0.78036640497301,0.00804596579851794,-0.1589592242756594,0.0686968448455018,-0.04513118971507879,0.9354526263619856,0.4055760319501228,0.006346853909792685,0.23400292303095388,0.12017488847037328,0.8668858137764798,0.04013162923032185,-0.15220270655517315,0.07545336256598804,-0.038374671994592546,0.9175143411434757,0.47770727010690106,-0.10707151684009435,0.12058455228106683,0.006756517720486244,0.9119849349386633,0.8994989015941821,-0.23064293516833406,-0.0029868660471728675,-0.11681490060775346,0.869008254640834,0.045099716421842934,-0.19226826317374152,0.03538780594741968,-0.07844022861316091,0.805595331337199,0.15958321469215805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not significant
102428-TotalwMM,19.914645415686085,20.031792106962044,20.05104254009109,19.830972066671357,19.982563170746516,19.990953827684113,19.629486180088442,19.640374000767803,19.601499362428346,19.7013849094323,19.60292841721239,19.594640434815403,19.690138051185897,19.537023840075886,19.519664271200462,102428-TotalwMM,102428,102428-TotalwMM,TotalwMM,-0.18569927831916988,0.05703861322768221,-0.06433033254574383,0.8601109083254055,0.271450186572494,-0.49674245225830294,-0.25400456071145083,-0.3753735064848769,0.8276239772279278,1.850219308183296e-5,-0.4324121197125591,-0.189674228165707,-0.31104317393913306,0.5672114884446183,1.1009540204955635e-4,-0.48754437953313345,-0.24480648798628135,-0.3661754337597074,0.8114518136932904,2.3612640149134856e-5,-0.11217087304825656,0.13056701849859553,0.009198072725169482,0.9108263926510282,0.8719232129433141,-0.538253579199086,-0.2955156876522339,-0.41688463342565996,0.6719255204573564,6.430475251519496e-6,-0.1720781454393786,0.07065974610747348,-0.050709199665952553,0.8625931928426118,0.38153736933295757,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not significant
