label,condition,replicate,name,intensity,Protein_id,jgi,ID,set,T2_vs_T0_CI.L,T2_vs_T0_CI.R,T2_vs_T0_diff,T2_vs_T0_p.adj,T2_vs_T0_p.val,T4_vs_T0_CI.L,T4_vs_T0_CI.R,T4_vs_T0_diff,T4_vs_T0_p.adj,T4_vs_T0_p.val,T6_vs_T0_CI.L,T6_vs_T0_CI.R,T6_vs_T0_diff,T6_vs_T0_p.adj,T6_vs_T0_p.val,T8_vs_T0_CI.L,T8_vs_T0_CI.R,T8_vs_T0_diff,T8_vs_T0_p.adj,T8_vs_T0_p.val,T2_vs_T0_significant,T4_vs_T0_significant,T6_vs_T0_significant,T8_vs_T0_significant,significant,cluster
T0-1,T0,1,115052-jgi-mmetsp,20.346727644857197,115052-jgi-mmetsp,115052,115052-jgi-mmetsp,jgi-mmetsp,0.2804639827446365,0.3681290076227825,0.3242964951837095,0.01863194639167537,1.3906351257089186e-9,0.28294402138824776,0.37060904626639374,0.32677653382732075,0.1978990812255789,1.2721153144626143e-9,0.27109433312124903,0.358759357999395,0.314926845560322,0.2934969637490139,1.9582112724830466e-9,0.14238310935813345,0.23004813423627937,0.1862156217972064,0.49866804918422347,7.356782580816939e-7,TRUE,FALSE,FALSE,FALSE,TRUE,Cluster 4
T0-1,T0,1,115161-jgi-mmetsp,21.13334745049506,115161-jgi-mmetsp,115161,115161-jgi-mmetsp,jgi-mmetsp,-0.02684902567497456,0.0841123075304085,0.028631640927716973,0.8756495156120824,0.2833083663884527,0.28129742343207814,0.3922587566374612,0.33677809003476966,0.39894629810763027,1.3754272209240275e-8,0.6531020403217508,0.7640633735271339,0.7085827069244424,0.010061765921753478,2.115582531612315e-12,0.6326519158740663,0.7436132490794495,0.6881325824767579,9.585892614557539e-4,3.007999261813464e-12,FALSE,FALSE,TRUE,TRUE,TRUE,Cluster 4
T0-1,T0,1,115200-jgi-mmetsp,20.162159674177637,115200-jgi-mmetsp,115200,115200-jgi-mmetsp,jgi-mmetsp,0.2581741776578179,0.34095480593437677,0.29956449179609734,0.02228334497713813,1.7980003088506215e-9,0.6081401379667464,0.6909207662433052,0.6495304521050258,1.227505074422344e-4,1.7665838922643964e-13,0.6271771012042964,0.7099577294808552,0.6685674153425758,5.764137699015327e-4,1.2459936842040716e-13,0.4290007724776006,0.5117814007541595,0.47039108661588,0.003144447173899495,8.585153175777649e-12,TRUE,TRUE,TRUE,TRUE,TRUE,Cluster 4
T0-1,T0,1,115514-jgi-mmetsp,21.126530659966583,115514-jgi-mmetsp,115514,115514-jgi-mmetsp,jgi-mmetsp,0.34133983474042345,0.4488453111992859,0.39509257296985467,0.019679119262273306,1.5013778273395999e-9,0.47366393205445284,0.5811694085133153,0.5274166702838841,0.04633843180062858,4.963062451110658e-11,0.71330278537355285,0.8208082618324154,0.7670555236029841,0.0030230190348585055,5.563241090838787e-13,0.7504799577759046,0.8579854342347671,0.8042326960053359,4.2993931877877754e-5,3.143045000121017e-13,TRUE,TRUE,TRUE,TRUE,TRUE,Cluster 4
T0-1,T0,1,115638-jgi-mmetsp,20.412893291602124,115638-jgi-mmetsp,115638,115638-jgi-mmetsp,jgi-mmetsp,-0.5668719858189794,-0.47870983814521917,-0.5227909119820993,1.2437288725451364e-5,5.150050911154122e-12,-0.8287267787787568,-0.7405646311049966,-0.7846457049418767,5.495561322710935e-6,3.8482154775364695e-14,-0.875068957946228,-0.7869068102724678,-0.8309878841093479,2.600047886741977e-5,1.9203935494862816e-14,-0.8063687415027819,-0.7182065938290217,-0.7622876676659018,9.484786659154107e-7,5.460568998511954e-14,TRUE,TRUE,TRUE,TRUE,TRUE,Cluster 2
T0-1,T0,1,115689-jgi-mmetsp,22.242115564114663,115689-jgi-mmetsp,115689,115689-jgi-mmetsp,jgi-mmetsp,-0.11980856146549154,-0.013495321108406594,-0.06665194128694907,0.8325563298447318,0.018134331763589178,-0.6570530127099319,-0.5507397723528469,-0.6038963925313894,0.012250091918714408,8.621998992694648e-12,-0.7452520936974609,-0.6389388533403759,-0.6920954735189184,0.00809478383171864,1.6783895572405969e-12,-0.7214425060633134,-0.6151292657062284,-0.6682858858847709,8.020356755935982e-4,2.556794843049602e-12,FALSE,TRUE,TRUE,TRUE,TRUE,Cluster 3
T0-1,T0,1,116011-jgi-mmetsp,21.37967411207443,116011-jgi-mmetsp,116011,116011-jgi-mmetsp,jgi-mmetsp,-0.40216195647744313,-0.25842386763087377,-0.33029291205415845,0.2635511243450049,3.1295283352465714e-7,-0.6771184633096686,-0.5333803744630993,-0.605249418886384,0.11393341935033847,3.037075880008939e-10,-0.7421556769852137,-0.5984175881386443,-0.670286632561929,0.09662131100344666,9.072095534510917e-11,-0.7034668492976307,-0.5597287604510613,-0.631597804874346,0.036258208435750915,1.8355208809696293e-10,FALSE,FALSE,FALSE,TRUE,TRUE,Cluster 2
T0-1,T0,1,116188-jgi-mmetsp,21.422248196276495,116188-jgi-mmetsp,116188,116188-jgi-mmetsp,jgi-mmetsp,-0.37158109022161795,-0.29306077183765894,-0.33232093102963844,0.0046054412884747814,2.8597830795810176e-10,-0.6241689457977133,-0.5456486274137544,-0.5849087866057339,3.2301621490631326e-4,3.308414731341838e-13,-0.6530377875831805,-0.5745174691992216,-0.6137776283912011,9.683862705861787e-4,1.8491397092969345e-13,-0.662636022744316,-0.5841157043603571,-0.6233758635523365,1.0669738584393114e-5,1.5330057950458663e-13,TRUE,TRUE,TRUE,TRUE,TRUE,Cluster 2
T0-1,T0,1,116490-jgi-mmetsp,22.755035406769895,116490-jgi-mmetsp,116490,116490-jgi-mmetsp,jgi-mmetsp,-0.4130442961892639,-0.3100686575714691,-0.3615564768803665,0.028207509352720834,2.556569014616347e-9,-0.6944020207569586,-0.5914263821391637,-0.6429142014480611,0.004363557492160858,2.774730016142433e-12,-0.8107335913357878,-0.7077579527179929,-0.7592457720268904,0.0020652591472717766,3.74473703896283e-13,-0.7455812918223947,-0.6426056532045998,-0.6940934725134973,2.7443943052408846e-4,1.104338635093168e-12,TRUE,TRUE,TRUE,TRUE,TRUE,Cluster 2
T0-1,T0,1,116973-jgi-mmetsp,21.62706317655025,116973-jgi-mmetsp,116973,116973-jgi-mmetsp,jgi-mmetsp,-0.1800973027246736,-0.09690900418475414,-0.13850315345471387,0.5460614601840428,9.352902124686857e-6,-0.5540916150107992,-0.4709033164708797,-0.5124974657408394,0.005074024502742489,3.256581106075665e-12,-0.5437431627539676,-0.4605548642140481,-0.5021490134840079,0.01763916955794147,4.160316894303656e-12,-0.5821495084725522,-0.4989612099326327,-0.5405553592025925,4.8580067055010084e-4,1.7160297633230433e-12,FALSE,TRUE,TRUE,TRUE,TRUE,Cluster 3
T0-1,T0,1,117291-jgi-mmetsp,22.068650333747115,117291-jgi-mmetsp,117291,117291-jgi-mmetsp,jgi-mmetsp,-0.24765852458027188,-0.13377005304583828,-0.19071428881305508,0.5419887418594478,8.825146527549306e-6,-0.45010457006972776,-0.33621609853529416,-0.39316033430251096,0.2616740221975288,3.1126624798593456e-9,-0.6071731291358818,-0.4932846576014482,-0.550228893368665,0.08061133538239147,5.956534600181364e-11,-0.6116853542696193,-0.4977968827351857,-0.5547411185024025,0.016255891083022514,5.404994693835325e-11,FALSE,FALSE,FALSE,TRUE,TRUE,Cluster 3
T0-1,T0,1,117995-jgi-mmetsp,18.999578448340653,117995-jgi-mmetsp,117995,117995-jgi-mmetsp,jgi-mmetsp,0.2985542539771674,0.42485673238363664,0.361705493180402,0.10523426942130759,2.6695582485121493e-8,0.3645573881263199,0.4908598665327891,0.4277086273295545,0.2817536105030177,3.8912566872314215e-9,0.5833074522285865,0.7096099306350557,0.6464586914318211,0.057397691726389165,2.9952794866146165e-11,0.49425519893063974,0.620557677337109,0.5574064381338744,0.03525306766718151,1.7433154527177434e-10,FALSE,FALSE,FALSE,TRUE,TRUE,Cluster 4
