Protein_id,name_ID,name,ID,RAW.T0-1,RAW.T0-2,RAW.T0-3,RAW.T2-1,RAW.T2-2,RAW.T2-3,RAW.T4-1,RAW.T4-2,RAW.T4-3,RAW.T6-1,RAW.T6-2,RAW.T6-3,RAW.T8-1,RAW.T8-2,RAW.T8-3,set,BATCH_CORRECT.T0-1,BATCH_CORRECT.T0-2,BATCH_CORRECT.T0-3,BATCH_CORRECT.T2-1,BATCH_CORRECT.T2-2,BATCH_CORRECT.T2-3,BATCH_CORRECT.T4-1,BATCH_CORRECT.T4-2,BATCH_CORRECT.T4-3,BATCH_CORRECT.T6-1,BATCH_CORRECT.T6-2,BATCH_CORRECT.T6-3,BATCH_CORRECT.T8-1,BATCH_CORRECT.T8-2,BATCH_CORRECT.T8-3
139073-jgi,139073,139073,139073,987432.4346,1766699.565,1400870.342,880960,1530441.46,1236859.84,725810.0543,1260674.941,1001457.471,646165.6308,1119944.449,900570.7343,716485.4681,1241576.983,969889.5554,jgi,1309698.0778241977,1426787.3373898515,1356582.3272080582,1190536.2319273148,1223466.5098363976,1211102.8884613637,1016895.4770232926,991308.7521616102,1002297.9393626632,927759.0112769457,870197.8167486442,912810.0977115136,1006459.5843155608,974873.2837354958,974296.789510131
139080-jgi,139080,139080,139080,1506810.186,2347350.651,2177325.59,840710,1253801.034,1091409.121,840338.907,1144945.792,994863.3088,845700.2488,1090720.647,962117.8678,1048711.011,1356322.633,1221083.558,jgi,1801743.9885461598,2060298.2709825751,2005830.8182267663,1049310.264590892,1085666.9858501167,1077084.9231977744,1048891.0740640128,988649.2348907061,994512.7094753301,1054947.3017317995,940320.8171067659,966506.6935635629,1284270.3780732662,1177039.8474321298,1187990.876364551
139081-jgi,139081,139081,139081,1536960.05,2338946.245,1805573.59,1470300,2276690.59,1778712.286,1232361.767,1974840.651,1558067.795,1240191.562,1774617.858,1379812.887,1253404.371,1910103.538,1464769.765,jgi,1870604.8117699965,1918490.438185821,1850744.3046333925,1798210.446647518,1864692.1639107144,1826651.624161073,1539803.9900607117,1603848.2966628943,1628749.1984396498,1548307.3295881222,1430825.6092629812,1468867.2157530799,1562656.747553449,1547905.6684638567,1545067.496855584
139089-jgi,139089,139089,139089,617994.1513,747347.8137,683815.7999,607650,784655.533,676624.1524,517675.053,729244.4265,595308.8296,521315.9665,695004.264,601525.042,465882.8705,650070.4194,542844.7589,jgi,695247.9418114899,656120.1744307243,685030.7526605176,685634.428035399,692729.5843803331,678673.0641592513,602014.6735092298,638355.6384066393,606787.2420660076,605398.4186879962,604756.3680887746,612282.609031214,553880.7236551159,560663.5752716749,560407.0184775997
139091-jgi,139091,139091,139091,2753687.566,2331008.75,1863293.562,2637400,2374850.142,1974281.162,2667185.728,2619455.781,2140514.632,2646079.605,2507924.383,2045495.583,2572071.873,2462528.799,2069545.188,jgi,2490636.2530188616,2265515.2855486954,2235968.4263168783,2361044.2309366297,2304315.0056523504,2331930.6788634844,2394237.742964488,2520791.4881731537,2475659.69210315,2370716.86922046,2422085.9766061543,2393504.190255409,2288241.915366839,2381910.7934563593,2414297.9930645167
139097-jgi,139097,139097,139097,103953.6083,182581.0555,95230.2127,89450,183723.9339,82631.6265,103212.2308,197606.5797,86987.80495,118641.1104,204566.6107,87430.09031,124743.5779,216467.4267,105372.084,jgi,128185.32797185428,120425.08878542349,134944.7968583868,114704.90265209466,121448.28949410262,122885.63991259855,127496.2522731883,133877.19970966125,127055.30139512352,141836.67397468738,140108.40387943876,127478.64957772073,147508.6319935764,150763.01364812447,144652.42720588448
139104-jgi,139104,139104,139104,215498.3473,351659.0318,380299.4212,205450,378426.7576,401003.3468,168666.9535,347988.5041,373931.7696,171955.6745,327658.0661,332676.7205,162482.6931,360078.6281,329235.8652,jgi,329712.46349453286,299713.1840379238,315481.71469215694,319743.74602464394,327136.3552449038,332541.92702465755,283252.1930067376,295952.7783056945,310234.7151397925,286514.8519801481,275124.5209426094,276240.2007162216,277116.9408257324,308338.9459929628,273404.90642674593
139108-jgi,139108,139108,139108,3106801.991,3034550.931,2633335.48,3285000,3150074.08,2777705.527,2817558.603,2462071.678,2199254.44,2576701.8,2363311.757,2052315.861,2685377.28,2393197.25,2194444.46,jgi,2870005.5709421183,2964611.300325107,2877629.007619273,3051823.9947513,3067815.0280687534,3007572.9319622954,2574885.680442177,2453181.396648417,2486923.3523076787,2329135.435919644,2364953.261533541,2354667.5555588747,2440018.854826452,2391651.7571143415,2482594.0077504143
139114-jgi,139114,139114,139114,1293224.258,1803959.099,1171980.8,1389300,2131225.229,1404540.106,1431538.178,2122894.799,1469057.855,1270677.284,1866607.556,1291502.04,1336768.971,1945059.808,1368010.31,jgi,1492530.6274012509,1417144.0939802558,1398383.69402193,1603507.775179743,1693882.0790113574,1604919.2584168965,1652297.1201717416,1686837.822972266,1662217.3727448082,1466486.6040768637,1470119.9633605904,1504530.3246821808,1542829.1517631342,1536459.6060838755,1572477.2023931614
139127-jgi,139127,139127,139127,55694.31163,207467.4361,109273.1943,54242,204026.0101,110701.5122,63262.91246,183479.7072,106163.7643,50329.79936,171255.4939,86776.2843,64813.041,193527.9799,104422.9418,jgi,114863.03963595962,131846.96424220767,122691.09753110522,113179.22174114546,129029.29309442433,123997.74019436979,123638.1160403669,112206.9860406193,119846.5529822798,108643.39533195019,102198.39857723644,102110.64944064622,125435.34338537835,120434.01985504663,118254.02729337617
139128-jgi,139128,139128,139128,557060.2031,205076.8494,345446.289,553590,198506.9991,317360.7582,616258.1959,225832.0521,337011.2118,493443.3068,184993.6934,320047.4463,555216.0626,224339.8498,380960.079,jgi,372065.69152293855,362278.898763517,371929.42678651173,369255.14649113535,355230.09132281924,345837.2524785021,420010.615713905,384547.2032977845,364093.02496910625,320541.8623168902,340731.6346735737,348333.25423526636,370572.1074960491,382946.2160309565,404922.6433155741
139154-jgi,139154,139154,139154,928157.2168,1765205.448,2599278.485,794950,1441743.069,2001821.164,705931.0694,1136464.014,1368344.965,678454.1625,1017610.931,1179908.174,728765.1128,1169340.481,1447701.351,jgi,1464817.5358011324,1726990.5835675963,1937171.2063455847,1296320.9501270733,1400800.3183601203,1485296.085194985,1183719.0489179487,1092946.724317465,1006178.7924484012,1148962.936533398,973091.3062489044,863658.3231706381,1212602.306465548,1126100.4515699772,1066198.4378312784
139157-jgi,139157,139157,139157,435728.9549,530205.9723,470097.101,363100,488629.5807,440244.9447,420802.4499,572369.2298,503305.6352,411435.7031,561689.4993,527184.0068,408828.9994,539382.0206,535590.6829,jgi,509242.90495525347,473648.428360596,459523.5228284505,432576.20708792785,434149.4793025471,434463.0934662003,493486.5740177402,513704.9194610381,487401.5801848288,483599.0911549606,503558.82176618214,507447.108512957,480847.4700518799,482365.9781624864,514504.38472637977
139164-jgi,139164,139164,139164,88863.06477,16976.90052,69048.34518,53521,14449.95343,111409.1856,51998.47649,14991.07146,89542.19892,45924.05555,16629.44775,80138.27191,45360.32258,19718.82209,80110.83138,jgi,80457.01085800157,53179.40040149735,39332.95570890388,50297.1811003598,50261.630449104,75386.28270122118,48997.9064212362,50886.4389125975,56775.28222781067,43814.18264564722,52778.209867594305,48771.59646185639,43333.11028853916,56345.39323151152,48748.24181659621
139165-jgi,139165,139165,139165,1053684.077,1600105.558,1241311.111,912880,1321113.257,1028578.407,917380.8456,1225428.441,875549.4793,786015.0803,1119141.045,780028.192,867862.6657,1220854.984,899793.7313,jgi,1222478.011415071,1329334.8218843911,1290098.2275402062,1061921.3203318126,1081755.6269725128,1108274.083339876,1067053.5643123093,996844.431840389,977479.1783075653,917259.2327306467,902524.4529856319,895836.4595827736,1010588.7567399439,992785.9227060308,998200.9116790225
139168-jgi,139168,139168,139168,255229.8184,316201.7758,442696.7007,288380,380220.4361,593121.0069,321803.7521,408190.2797,609059.7963,347982.864,466144.7407,674525.5397,298136.0748,424452.3902,647400.3268,jgi,375497.0605266179,349407.12144756055,316180.0293086282,414290.3821139264,412355.6937288773,434375.08288944175,453403.8439801436,439858.01435384864,446898.89712356916,484039.4139164131,496843.7519526601,498338.2372431301,425707.22898713435,455848.2995841069,477024.75358415436
139169-jgi,139169,139169,139169,60121.17028,410826.0514,179993.4283,63035,381176.4077,153759.2015,45901.4169,381953.313,158428.6905,38321.86864,330962.0629,136793.6195,44644.09151,355575.9507,151309.1828,jgi,203017.90042107643,227031.80489367497,214744.84565687776,206453.54345169442,203650.20303731362,189927.97594358315,186251.6507456823,204262.86774885273,194345.1863696462,177314.74479817145,164051.35222239984,173878.99377559274,184769.16150352694,183461.77517722105,187610.32445201965
139170-jgi,139170,139170,139170,129693.2008,178612.3081,251734.2664,138270,171424.4237,251253.1329,142709.2708,196098.708,287453.7182,159234.7223,241191.7667,360087.1845,174185.0477,254415.7982,369196.7127,jgi,196695.4906515309,191294.97428132873,180921.94716797787,207086.9586403936,184341.55784678983,180544.57568341825,212465.484980627,208210.9698203749,208938.08521162305,232487.3714978901,251833.09811283989,265907.3027081035,250600.86864227708,264625.7632206649,273052.25557559624
139171-jgi,139171,139171,139171,155979.1986,512846.2044,315546.9015,176130,441698.2765,297896.8327,133238.48560000001,399510.5936,257577.4362,114518.9546,377328.4861,246988.1531,125242.5913,401358.0125,267351.3321,jgi,297082.2907174291,354215.73835600266,317705.3701868165,319705.5409754221,296617.98328265606,300992.534953813,271551.35370744026,262464.97421398,262814.13247650146,250534.98685836504,244507.46466301463,252787.1492567007,262574.38479218114,263960.5508872688,272069.02624559705
139175-jgi,139175,139175,139175,196091.202,287738.8535,251988.5881,237720,326636.7526,299965.2379,233319.5588,378098.8161,311185.9511,211323.7807,292770.27,268025.1844,217853.6168,300004.1966,269277.295,jgi,245281.42158874325,248654.79419547846,246433.99568714557,292794.4222180326,280878.3785245177,290307.49124905525,287771.9816108176,323510.29904740845,300568.564350947,262667.11505408905,252822.89266952354,261099.0783790218,270119.93909980025,258815.58248616147,262244.1034918866
139191-jgi,139191,139191,139191,338185.8516,187474.2876,113294.7946,280890,143198.6246,113134.7934,290898.0673,144058.2877,105245.5328,302770.8172,141680.2034,97992.11464,300993.1714,152093.6646,92220.17909,jgi,219578.3748154527,216961.5026431564,194341.74375113216,169404.36165481256,176757.06862082405,194182.64053724127,178168.43246273772,177537.6841112207,186337.6573953466,188565.40699231412,175378.26905426505,179124.94810972453,187008.7214509798,184834.19326616265,173385.40680393315
139193-jgi,139193,139193,139193,62247.27233,184355.3191,12052.63772,51508,160366.691,10364.22078,53015.13629,156517.0772,10626.39145,52732.19575,152204.789,11883.74726,56018.66279,150011.7815,12228.13465,jgi,84013.10277704107,94988.49962810575,75325.88738490414,71331.94531388476,77350.17459618385,73562.89625716752,73111.60337866234,74519.63592724795,73836.64651056331,72777.50126911556,71348.90267039607,75149.53735222836,76658.23031211518,69736.43117260156,75509.13568288379
139206-jgi,139206,139206,139206,158633.1672,230112.6417,207681.3226,143490,243969.8522,214777.1555,152875.8688,287928.0915,203642.5891,147516.4566,280267.3034,211463.9096,159801.7188,290708.3465,225983.4937,jgi,217650.83670942872,184218.32880940774,205501.6262970723,199160.80178086093,194671.50410526752,212613.4723329263,210621.08876408558,227831.3656156525,201453.77860440107,204077.165853785,222052.45643954258,209292.74944502904,219077.65578990706,229928.64867866077,223845.0998285666
139209-jgi,139209,139209,139209,106675.8775,89574.16125,120780.6989,103510,106191.6848,122686.6422,123410.1299,134916.8158,165169.1398,111247.5633,140786.417,166156.0942,124127.1495,134121.6877,168193.0734,jgi,119276.89932648807,99186.41616857494,105132.84005213693,115492.06992031434,114186.34077705421,106708.87069026327,139282.81887765616,140115.28247960357,141837.78444217215,124742.38270404351,145413.51932078673,142653.90020638905,140140.02098572347,139397.55450297715,144338.2848512135
139212-jgi,139212,139212,139212,207087.6086,199025.677,127923.8218,201500,175218.7438,121106.2876,200722.6623,171652.3389,131478.1461,198217.9589,171265.5365,130090.9321,217168.6964,182111.514,138196.4892,jgi,174143.48428124204,187708.0356767475,168992.03007874158,168388.11441250556,167772.45604161528,162468.07491341984,167587.43807729968,164786.00044492903,172393.29682650696,165007.53395186007,164462.09774047398,171065.81951943215,184527.24469141228,173544.36156486705,178822.3322935602
139221-jgi,139221,139221,139221,176215.7092,42709.32465,75136.58585,172930,37364.68998,73097.20806,131759.8834,44689.54601,73035.4125,149714.2644,50947.83158,73563.75865,143481.0437,55443.93612,89691.05532,jgi,110101.13311309897,88128.96294569275,90579.97590698462,107574.39699033413,82390.8372670494,88567.79544696034,75914.25470152173,90254.97524340775,88506.8239982381,89721.31438732184,96974.01805003239,89028.12407533615,84927.91882332748,101801.14179333567,104940.34563208299
139225-jgi,139225,139225,139225,574389.0569,461859.4735,325697.6551,565010,497923.201,371906.2307,619283.0487,537697.606,391598.7235,635581.7175,591164.3644,426161.5718,658834.7378,560413.8815,390612.959,jgi,472311.2560369978,447690.86736929306,453479.8656346365,462916.36698708293,479437.22469397425,496141.4701436268,517281.0303400826,514450.03565497627,514322.36684345367,533607.2118175944,561516.0195347291,546232.1702886571,556899.483964266,534446.8315798817,513412.2696441363
139252-jgi,139252,139252,139252,539946.0085,78269.30109,155103.0728,584520,85487.50926,167575.6836,639403.6353,83290.11782,186470.76,603971.7717,83464.58311,178926.4777,591644.0444,83736.24332,181536.4213,jgi,249964.75902103697,274696.52586127317,262392.5826780749,282448.20512269647,283013.22712498554,274686.4099748174,322444.8387903518,280481.42868754605,293310.6426832056,296623.74911899166,280682.4447380179,285874.50079107896,287639.87642036856,280995.44718386,288447.03322932665
139270-jgi,139270,139270,139270,353016.8526,385080.5537,168913.8475,373130,406839.8088,189770.3688,468117.7197,490925.3123,252873.7504,411526.8564,476940.4749,236346.1668,378986.0382,445910.3109,245819.7586,jgi,311391.4158696954,302121.102411056,303893.8936569699,330457.9304796431,322160.06559256586,323041.3857033397,420502.7508853078,399597.7490514643,380973.93734535505,366856.7202347791,386718.5562449972,365800.6603172865,336009.23658187507,358141.6444410534,374497.96515695093
139271-jgi,139271,139271,139271,51231.3512,38712.56259,127879.592,42697,39168.22393,123720.8448,28739.96752,33872.45177,118019.7532,30530.28539,38655.75836,123176.5808,34692.19779,37414.82846,127540.2632,jgi,76414.39737836183,67254.0683378433,71035.09808744358,69914.19774546463,67765.46012825123,67035.9709564487,59283.805899997744,61821.97937016257,61553.69732994719,60647.40382192804,67190.31656798183,66512.59677087092,63817.32978591114,65797.61258451082,70708.79332662332
139272-jgi,139272,139272,139272,1741666.893,869631.9239,848450.4082,1589800,826836.5457,802227.4784,1729288.069,904751.2623,835331.8403,1782047.41,981236.8382,961000.7532,1804471.773,975192.7777,986692.717,jgi,1194496.7728248532,1130041.0536648168,1136562.873850494,1052043.4629393944,1087901.9741021253,1096206.671031429,1182885.2595025285,1164621.811150135,1125109.3465825606,1232374.2732326349,1239934.424423135,1234828.0545698637,1253408.6452956956,1233983.0540414795,1257259.1316655625
139273-jgi,139273,139273,139273,13515.72538,102953.9759,151830.0629,21031,113060.8824,177011.3298,23026.57137,119564.7976,205983.1791,36991.03016,128966.3434,218731.0339,46301.59893,143272.2901,238277.3648,jgi,98313.00107203492,96629.19723350454,82162.49841785598,107006.13496203575,107185.74513367683,101372.19067343624,109314.46965153542,113979.00995189382,123473.55321957756,125467.5600043227,123798.81669230084,133198.33667067633,136237.36217419608,138741.21391303913,148109.3815678947
139274-jgi,139274,139274,139274,72025.97575,323065.3742,463307.817,73933,303309.0758,457280.2371,69981.37153,357846.215,491321.364,90225.58199,378473.3361,598938.0398,88401.70031,391810.3998,612560.0035,jgi,307412.4185668967,290281.9553817581,276361.83946953603,309850.6002913479,270200.3662979683,271842.82523042033,304798.3371555356,325635.4684130408,297364.23510449694,330681.1039685514,346602.21843498666,378046.9134554721,328349.2222529741,360158.8790697404,388259.61058206146
139280-jgi,139280,139280,139280,739042.4397,571863.8123,504452.6472,1170600,842959.9421,841724.7219,1073677.794,844587.1835,782139.6803,1205350.738,884748.0805,844279.9188,1120431.963,844392.4198,832892.4683,jgi,590096.0796551473,646496.8312279155,638874.403010844,973469.8256219847,917066.5349651476,943451.247781763,887369.0766146928,918690.6165181812,889642.3933658893,1004340.6104899658,958773.5273702397,945758.7433260136,928903.0979318871,918496.2310186661,935475.194809997
139287-jgi,139287,139287,139287,429250.1492,238909.2535,447749.9626,441690,231690.0527,429403.2477,462763.8268,238658.3853,461546.3576,508990.012,285941.3405,563790.0875,548366.8584,300159.1274,582574.9521,jgi,363461.3175754618,387457.26096105494,373341.0015661254,375910.94937788905,379761.06009473547,358619.5938209185,397001.34576175263,387189.8169445134,384411.23170356173,443263.8769305999,437596.9369088711,466451.621247561,482671.6839133599,452754.1470888299,481524.60040063545
139292-jgi,139292,139292,139292,1632971.267,1415395.386,1651874.816,1616600,1436224.058,1684123.419,1717981.111,1742816.901,1754429.798,1769285.946,1640549.903,1890275.453,1712398.899,1620382.876,1764966.261,jgi,1605777.0269666803,1538909.0730090356,1581845.0169149274,1587095.4053991996,1556147.8976880526,1611372.8973438977,1702783.6749627443,1809899.0858731852,1675747.727859994,1761328.777919775,1725257.931172041,1800132.4727630576,1696413.6870996514,1708566.7161608294,1685395.2595564297
139320-jgi,139320,139320,139320,90747.18733,138336.526,316707.9354,80601,129785.4568,297850.3516,87666.61332,147837.391,318241.4799,86937.98557,147615.3466,337133.4197,101798.7437,162696.7436,357560.2061,jgi,187317.6391038848,179083.83015148673,182921.64006067268,175281.21967829298,170471.7561299548,168488.43230702134,183663.15494644147,188652.4759821838,184095.38355839317,182798.7840336165,188428.84747864335,198554.88668958828,200428.09758926855,203617.83779953912,214189.12991912966
139323-jgi,139323,139323,139323,40959.90728,394372.0917,676075.5739,21693,258378.413,517693.9379,18654.54767,233173.5022,540833.8462,17104.41413,222070.7639,502560.4497,21319.6158,244035.4323,536340.3092,jgi,302777.21072114015,390082.8554334813,389067.1431124775,278043.8111453277,272188.4231791471,257281.90996043896,274143.27565835,250338.00573921404,276536.0248152211,272153.33136249054,240712.91844942555,244689.72868734848,277564.4887258192,259754.3337227423,272797.069743294
139328-jgi,139328,139328,139328,1767523.572,1183620.539,1273488.336,1889000,1318156.644,1450323.907,2089661.111,1451986.157,1623221.72,2092069.981,1448837.748,1634279.828,1957306.872,1360776.895,1496946.031,jgi,1424390.7831560476,1429972.0800996285,1408744.1413133873,1540448.7524045098,1563700.9466767604,1560716.833548541,1732159.3701204031,1696727.4609203497,1709305.412048848,1734460.792420897,1693597.9428843455,1718808.7627281472,1605708.7948716346,1606065.4692669073,1600783.940307289
139330-jgi,139330,139330,139330,204892.2302,306032.4443,169654.6978,168390,320644.6835,179091.3553,167294.6561,303280.1097,156346.9156,181871.1301,329987.9362,170107.1521,179752.4723,323185.7229,172909.9526,jgi,242896.24206367196,213776.7049270983,221289.4133359994,211330.6058670056,227645.39116894765,230347.96088974507,210383.39724801996,211164.42459979665,208514.8501081202,222988.53596949365,236513.20659415724,221723.73860344148,221156.4073304049,230057.1281850497,224414.23591278135
139349-jgi,139349,139349,139349,252127.0169,141147.333,55585.88057,245120,166210.9294,69304.35714,206917.3289,147309.636,50017.73466,209166.4855,140977.2254,53131.14511,205427.2035,137016.9576,46541.41298,jgi,165485.91446273602,136264.76207753096,140856.5516089333,159934.33330202007,161899.1510397795,154410.9787401146,129666.78404467655,142567.4039444113,135354.99116905712,131448.7656762693,136090.78048629232,138431.1705726994,128486.17434788185,132040.32246104785,131920.24033096855
139352-jgi,139352,139352,139352,966825.149,599000.7061,795916.3882,1220800,797309.8368,1034086.407,1119485.469,761729.6364,957155.0524,1048870.871,711092.4187,878969.2661,1119355.66,756837.1314,932558.1664,jgi,795873.9456393849,786628.7761524776,803812.3048095602,1033795.3036294896,980418.3433793162,1013783.0887194069,938884.7614843126,945649.0333983703,945960.3757096182,872733.6406787123,896165.8630117322,877031.7552109798,938763.1575796829,940868.0310145747,924275.7511662659
139364-jgi,139364,139364,139364,1126765.786,990505.9615,1028642.871,1063300,1115037.329,1036433.699,1275946.707,1365472.021,1181210.288,1206363.552,1322502.551,1186493.27,1200274.115,1272853.645,1179796.448,jgi,1118495.7459644042,988671.246376684,1079253.9237593382,1049162.5021697478,1090388.705891032,1086677.4892047658,1281468.5509526592,1294944.2420253172,1224629.255487795,1205452.3829717515,1259846.6966211202,1229663.1957344564,1198799.9731190917,1219293.3750976361,1223282.0644357833
139387-jgi,139387,139387,139387,252478.2774,139802.628,48973.51602,167640,118264.5214,29273.74399,182331.9436,214334.5308,31081.46075,150646.0539,123121.5831,25244.43758,209350.819,151667.6048,38466.20796,jgi,179327.17981723536,117394.6354439657,138726.86144016357,104706.87878354914,98459.40465923528,118383.3428043081,117629.3153039533,182919.37290362222,120250.13189909582,89759.69441589202,102729.49143766989,114222.36723989152,141394.0200778819,127825.7322035793,127876.1969245659
139391-jgi,139391,139391,139391,1650827.012,2288893.337,2228853.381,1429400,1994531.153,1883410.775,1085081.392,1530866.692,1338299.89,970914.5263,1394507.587,1165315.13,1050961.463,1495857.217,1224082.063,jgi,1961496.0880545715,2034800.3563580639,2065844.5696327253,1721981.652484496,1757371.9348112561,1777513.83689194,1349537.1331527983,1320380.682080975,1322525.8934040777,1226044.46551503,1191865.902262364,1178140.627262967,1312630.093391425,1287385.1958522396,1227191.649222947
139405-jgi,139405,139405,139405,1747033.374,1394104.224,1347131.058,1509300,1202750.182,1171321.608,1343208.61,1122233.475,1153528.309,1248800.487,1037796.443,1054462.086,1354576.902,1089454.269,1090221.874,jgi,1524877.1074652828,1473724.390650964,1430112.0610573066,1320198.4499035003,1288282.8471652025,1262892.9298985782,1177200.5940880585,1210253.9627663519,1245969.0387241987,1095919.0829840782,1128425.8844159783,1151743.343022194,1186988.2259471442,1178487.5757522865,1185755.853042448
139427-jgi,139427,139427,139427,2484387.811,2317281.553,1730714.547,1791900,1606820.63,1217802.624,1711216.264,1336633.975,1112961.832,1437285.297,1192351.187,933143.4434,1549094.301,1240995.992,1019607.077,jgi,2181440.1473209155,2203539.0393390874,2001220.095016725,1514828.332019298,1571972.5049599702,1518682.6273402502,1437159.4823068278,1331789.204500198,1420050.4684600676,1173464.41608537,1203528.5536498528,1250880.858658058,1281095.48473317,1246771.510320389,1332224.1476957174
139430-jgi,139430,139430,139430,612461.7976,752250.384,640149.8675,556010,729219.0387,621555.7685,544009.6343,805712.3676,614224.8484,654217.5074,871622.4762,750324.7034,791816.9298,931938.0251,877593.2605,jgi,697704.7861325885,653006.1860895224,664292.5935438998,642866.7470461103,630184.6036053019,648434.2583056794,631209.4296304354,705981.2534425115,642181.9419901426,738266.8469250697,771291.0718819422,758257.3230270611,871932.785383122,831057.2842491542,866800.7616618879
139443-jgi,139443,139443,139443,428928.1603,748085.5338,849235.4883,307740,458856.4875,435155.2734,354941.8363,497691.8863,437060.1845,286170.7848,430734.7324,393765.2492,322695.3642,486753.9524,433975.9566,jgi,566069.72670923,673689.8674850152,725163.8191335977,418068.93347110547,395933.34290754504,399655.03189917974,475714.0796421717,433228.3018311366,401152.4840343901,391727.57346348267,368927.06168676866,367118.30085976294,436333.1414538473,422724.230594215,398727.9700219879
139450-jgi,139450,139450,139450,935465.3877,1323600.594,1423316.998,821520,1116022.866,1110570.919,716348.9332,1003394.341,931959.9506,653285.7179,880731.0631,829910.2976,714528.5526,948370.3768,895584.2913,jgi,1143595.1886035013,1212121.041710339,1265274.607757398,1013459.9939464878,1013762.0342923348,1012672.7911799423,893345.8100679965,906135.4471762362,868410.5346465885,821322.3261480532,788919.7598994066,785986.0712885715,891266.7826627403,853555.148566764,839030.2858269619
139456-jgi,139456,139456,139456,178967.2501,380532.8362,266308.0063,223700,347096.5148,274795.7676,163071.459,308859.2348,282086.115,171145.4228,295501.8419,206560.3645,182394.3082,294484.7856,212294.1645,jgi,246590.12796210928,303198.90706222213,267704.74797285325,295717.7668374332,273273.2078405642,275030.8658871416,229132.61223718428,239050.62316549532,281323.44914917625,237999.82426294973,227095.6799907085,216134.22737780967,250353.88657560677,226185.40877512877,221083.29385272888
139461-jgi,139461,139461,139461,262655.0762,458180.2112,456618.0502,273590,456363.0771,490653.6067,273531.7397,493997.6008,543467.0101,276994.6839,486069.1469,474021.1121,280592.3274,507805.1797,497705.7237,jgi,400686.6289525466,395392.99803687586,388832.9770277187,414432.0144375275,393669.4302413027,415514.8477971429,414358.7802480061,429366.1094522941,456917.4440617955,418711.76009611256,421845.9006736871,402475.9520914022,423234.05925882235,442462.7203886444,421043.2919830007
139468-jgi,139468,139468,139468,152447.0786,393998.5625,407589.2468,134950,339852.8129,339904.051,148990.914,339403.0599,291099.6373,130480.9138,307442.4261,262827.6618,134880.4001,337603.9737,290935.7283,jgi,281814.25007783755,318821.0449576636,336151.6134373826,259660.67783365404,264861.90212476335,284659.292187295,277438.29715996643,264413.69914399745,247530.7514634374,254002.23471520204,232563.2137968665,226022.50837402896,259572.55532771535,262620.813276655,247406.05573368404
139479-jgi,139479,139479,139479,14549.99255,115738.0116,241351.306,16541,100229.1818,189061.5333,13618.60258,99283.92393,144733.988,14549.08272,82688.2945,140168.4815,14040.86864,96825.96228,136812.5637,jgi,93936.41208803425,113264.49627128195,147266.6316366487,96519.49896240167,96095.35480130228,109635.78961107484,92728.04834915197,95048.90150308878,77735.04175095327,93935.23169570026,76676.61209495895,74449.43072231265,93275.88653884677,92327.80056634147,72034.31193212117
139481-jgi,139481,139481,139481,597630.7966,866036.7057,652788.5509,658990,994013.302,847755.6337,791931.5977,1180475.018,1011641.289,909922.827,1354036.137,1178967.446,976031.1694,1383726.025,1306771.609,jgi,773570.9976967003,713500.2502579701,688706.6327116644,840397.2782849645,832680.0041501716,852368.6639676545,985183.912033087,1006324.7334653988,989939.882939173,1113688.1063387783,1167955.625719994,1130399.1765983521,1185686.6720575672,1195604.693184113,1237682.3580419002
139486-jgi,139486,139486,139486,316046.6797,314483.5417,305606.2397,378680,342838.992,372498.8636,378560.815,345283.7594,364108.043,422252.5637,397483.8709,413873.3115,356442.3718,344721.109,336074.7635,jgi,307955.23305000854,324573.1938448882,313600.9669879937,367463.03837380727,352887.8539148135,371139.7571417358,367349.80091899016,355329.10443803424,363922.25485863135,408861.2530253531,407454.1243935345,406728.66869353753,346335.1076901035,354767.2634287872,339808.968633187
139494-jgi,139494,139494,139494,545214.9168,329209.929,356625.3869,515060,345746.3282,381109.4719,489900.5257,324154.7079,377431.4019,488774.2312,326874.7477,363309.1781,472546.1678,309687.3738,363095.908,jgi,434379.5282462932,400223.08330679993,387046.0089577247,410829.9295263958,417437.5829791964,411324.81733662257,391181.54091706057,394960.5650936546,407677.58458382933,390301.95687803486,397792.1443074659,393673.7626920123,377628.58810020913,379899.9757166819,393462.28066640877
139498-jgi,139498,139498,139498,1396065.541,1295492.524,1207032.967,1292500,1168354.917,1057675.523,1213613.478,1104327.499,960778.4658,1304910.42,1186827.788,1088069.596,1394791.515,1320979.036,1203784.49,jgi,1293414.3192114418,1288450.6434315315,1298479.2622456902,1185621.494667021,1168685.2210939054,1171401.8439440334,1103515.024283541,1108370.4885855478,1088959.1645553585,1198538.476634822,1186086.926610539,1197261.9566044514,1292088.2906911734,1312459.2978778353,1295715.3687328077
139509-jgi,139509,139509,139509,4240202.699,3726513.708,3705025.065,5220500,4744772.597,4933611.259,5166313.338,4792110.344,5000423.125,5062554.124,4685348.66,4930355.781,4668906.82,4243555.584,4462467.622,jgi,3994314.7853989494,3954730.956441542,3871035.3156370176,5002498.608408393,4926476.249840164,4913022.736124539,4946770.498175353,4971651.630427824,4969687.155968491,4840059.645318505,4869766.770827733,4910261.703044207,4435214.25457915,4448154.598425573,4513436.8174529355
