Protein_id,name_ID,name,ID,RAW.T0-1,RAW.T0-2,RAW.T0-3,RAW.T2-1,RAW.T2-2,RAW.T2-3,RAW.T4-1,RAW.T4-2,RAW.T4-3,RAW.T6-1,RAW.T6-2,RAW.T6-3,RAW.T8-1,RAW.T8-2,RAW.T8-3,set,BATCH_CORRECT.T0-1,BATCH_CORRECT.T0-2,BATCH_CORRECT.T0-3,BATCH_CORRECT.T2-1,BATCH_CORRECT.T2-2,BATCH_CORRECT.T2-3,BATCH_CORRECT.T4-1,BATCH_CORRECT.T4-2,BATCH_CORRECT.T4-3,BATCH_CORRECT.T6-1,BATCH_CORRECT.T6-2,BATCH_CORRECT.T6-3,BATCH_CORRECT.T8-1,BATCH_CORRECT.T8-2,BATCH_CORRECT.T8-3
A0A6S7ZE97-mmetsp,A0A6S7ZE97,A0A6S7ZE97,A0A6S7ZE97,510967.0547,279593.6004,344414.2025,531265.2219,330480.6603,364168.5226,584639.9402,356717.7281,430401.0842,579456.385,334230.1944,402170.4284,582594.0143,346580,415318.0951,mmetsp,383379.9895622169,376211.92633266264,385025.0692060761,403156.1724920706,425373.30240413937,401996.16487495456,455158.31547029014,450720.6178054096,458897.0925514522,450108.0597081742,428995.68216719036,434643.90854149085,453165.00225828134,440926.6807099305,445939.1750076968
A0A6S7ZEL4-mmetsp,A0A6S7ZEL4,A0A6S7ZEL4,A0A6S7ZEL4,221398.3498,482888.4078,309759.5227,265366.3456,575668.1427,361495.836,263109.9026,607936.1276,350731.5404,283448.0246,607044.101,364872.0703,268025.8566,584670,364028.6325,mmetsp,348331.0509697583,327381.83595172974,354574.9898933856,397746.398156364,400970.90948758106,403816.8653136963,395210.3964072966,426564.54926483636,393571.5643033787,418068.28068123804,425857.03041781567,407030.31633457495,400735.40543359803,408110.8128244782,406227.54442403023
A0A6S7ZEU9-mmetsp,A0A6S7ZEU9,A0A6S7ZEU9,A0A6S7ZEU9,4066244.521,4290601.964,3796133.749,4161126.161,4384045.019,3807319.88,3811233.999,4048419.283,3498965.757,3873859.709,4072209.707,3570037.828,3642983.648,3723200,3277105.353,mmetsp,4029951.565740735,4039922.3299591844,4043830.7343003224,4127346.0570867267,4123666.6828257525,4053721.4775982588,3768187.328970945,3822876.430765976,3781075.6918968935,3832471.6222297,3844197.5836574486,3843917.40275418,3595481.025049242,3531412.5183910634,3584907.391709766
A0A6S7ZF11-mmetsp,A0A6S7ZF11,A0A6S7ZF11,A0A6S7ZF11,586504.8215,695203.9032,359932.2392,404998.1851,501472.4018,268239.4505,370948.1211,530790.1673,291449.0502,417502.7612,546664.0253,283586.7015,583100.0311,706560,362225.8604,mmetsp,564737.675256886,551571.9940807391,503373.9848047667,400320.56875830435,378533.2183769387,413716.73216997075,369476.445865553,404719.5133874574,436411.0898545614,411647.79216529004,418897.86298040586,428723.2815362311,561653.4586304016,561715.1307045998,505616.6887108474
A0A6S7ZF31-mmetsp,A0A6S7ZF31,A0A6S7ZF31,A0A6S7ZF31,386903.5476,228953.6533,239236.3985,359876.2292,213253.2139,222048.7154,499619.3457,302132.4084,322296.3553,492847.2664,302770.7968,363412.7279,508411.9508,332790,401719.7017,mmetsp,286926.66890391737,296627.32627535134,284637.6687517938,260730.21627796252,280869.8142315007,270182.7429982708,396177.39150329086,370072.09335889184,354491.4996404272,389613.4974485385,370712.8023636127,389070.5705791499,404699.69695557276,400841.12832440063,421286.9233533727
A0A6S7ZF41-mmetsp,A0A6S7ZF41,A0A6S7ZF41,A0A6S7ZF41,1099117.555,1088591.813,791658.0851,1052750.203,1095352.503,752750.7782,894996.9077,915250.9932,638736.3614,916927.8615,968184.7222,648385.8047,865569.8563,928370,617527.0403,mmetsp,1010834.2983062604,971237.6193140891,973333.121177549,967847.6006808751,977612.2357794134,937972.7632027826,821596.1346823593,807795.5381049359,834352.3660703301,841928.0975608281,857706.4525906495,843122.1267279409,794314.616416264,820165.3756150099,815076.5732629445
A0A6S7ZF54-mmetsp,A0A6S7ZF54,A0A6S7ZF54,A0A6S7ZF54,59369.78566,52186.35075,104459.7545,65220.69518,57647.89143,103053.0401,76687.392,68300.9105,105122.0496,64797.79197,56082.90439,87049.77099,64095.46191,58013,95454.99083,mmetsp,67685.61658670036,68151.95461652806,79518.42379029086,73575.68297141617,73437.85476913057,78335.05598333028,85119.11997934477,83748.27785798514,80075.56509775722,73149.94950678221,71923.19696133467,64872.65489402541,72442.91914453839,73791.22162272682,71943.36275703047
A0A6S7ZFB1-mmetsp,A0A6S7ZFB1,A0A6S7ZFB1,A0A6S7ZFB1,420149.5377,163269.6805,227166.8144,320028.045,107204.2818,148459.947,303871.3237,110768.9673,144182.1598,324391.6844,108387.7797,130842.2026,309418.0312,105990,145320.1441,mmetsp,282786.8434144275,249020.58985452325,262987.28475265333,193914.13510740336,190793.90358363747,194119.9593832604,179572.64318023814,194496.0055765887,190376.95991326214,197787.51375064088,192023.02461948863,178704.69797152752,184496.1706309219,189532.8119468621,191372.6790625846
A0A6S7ZFQ3-mmetsp,A0A6S7ZFQ3,A0A6S7ZFQ3,A0A6S7ZFQ3,2789589.782,3245156.722,2847695.85,2179539.351,2586462.918,2090088.815,1835716.781,2229425.258,1754005.604,1770703.849,2169828.018,1580832.597,1781966.289,2230300,1642910.371,mmetsp,2914085.0521210725,2899222.2293534703,2911318.936594924,2293585.305908411,2276395.9598036953,2266357.7076657047,1943873.5335923533,1938799.8984528878,1980245.4743110633,1877747.0205097962,1882447.8780767214,1832820.9253665195,1889202.3704392768,1939627.0085507361,1885668.5832664098
A0A6S7ZG02-mmetsp,A0A6S7ZG02,A0A6S7ZG02,A0A6S7ZG02,225392.664,121955.8839,188133.5073,213796.7599,99440.12973,162590.4287,207973.7072,102196.1176,167479.9929,192782.4778,94177.16772,155906.4074,207123.9229,100330,168350.259,mmetsp,177107.4336340266,176967.8141371735,177604.96380597714,165810.10452609294,155486.27637032888,155477.8205229613,160136.98562157026,158115.6734168312,159713.49192887027,145336.9047821713,150465.05805671273,149687.66893912558,159309.08183545194,156335.2722186699,160467.37531898954
A0A6S7ZG11-mmetsp,A0A6S7ZG11,A0A6S7ZG11,A0A6S7ZG11,603833.4969,513043.2792,496021.337,763637.5688,709090.7528,687611.5345,777400.0705,674290.9528,681018.0436,773055.9851,670905.8492,661203.695,774149.4869,659460,662667.9757,mmetsp,541614.31524386,549224.6823348532,549602.898484359,700741.2051743201,732928.8405967465,715969.0893771017,714445.3872214089,700320.0655419568,710243.671375385,710119.7102153382,697148.0909378051,693038.0014370629,711208.5782178771,686422.882118391,694309.5007394046
A0A6S7ZG13-mmetsp,A0A6S7ZG13,A0A6S7ZG13,A0A6S7ZG13,58236.33771,28250.50394,38926.67734,44269.33419,24508.61359,32225.6483,58496.88824,35624.30732,44403.88402,53218.58647,29376.61141,35140.963710000004,52516.1107,32889,39883.04909,mmetsp,45329.882232247335,38511.871549423246,41176.3953538622,32480.803050544906,34867.500370731344,35209.36716552404,45569.57819752798,45693.50275767416,46053.653228410076,40713.75373306547,39608.63100090682,37805.35192033218,40067.504394112235,43029.481573335346,42028.01040532902
A0A6S7ZG15-mmetsp,A0A6S7ZG15,A0A6S7ZG15,A0A6S7ZG15,5204487.828,5264645.357,4370119.608,4548842.866,4682611.68,3768008.616,4223398.578,4480064.686,3525406.305,3701797.116,3932113.839,3059511.23,3835157.586,3981100,3172281.917,mmetsp,4985976.675111882,4870451.832671036,4808340.763463587,4359739.559402855,4323796.142484428,4271459.219387778,4048892.524722066,4133560.6437912956,4055139.130472944,3550686.614443917,3618916.1132564736,3639716.6077708267,3678065.4260306675,3664924.728752871,3740270.328542378
A0A6S7ZG49-mmetsp,A0A6S7ZG49,A0A6S7ZG49,A0A6S7ZG49,346742.4352,371461.4328,340512.0062,327746.8771,328970.5981,311433.9002,313147.4938,298344.8556,265228.8408,331786.6404,298967.8986,276058.9273,372855.6712,316670,312834.681,mmetsp,330168.68932218826,365053.52142412745,353901.8228596497,309976.4159174691,326391.7031612539,329026.60121194104,294457.2752014145,298525.76691734756,289499.9176713919,314270.68327273836,299092.665059171,298764.64771093975,357927.05251521047,315199.5603938903,330224.91629064165
