"name","mmetspset_name","mmetsp_significant","jgiset_name","jgi_significant","both_significant"
"136598","A0A6S8BMY0",FALSE,"136598",FALSE,FALSE
"136600","A0A6S8BII4",FALSE,"136600",FALSE,FALSE
"136607","A0A6S8D3L5",TRUE,"136607",TRUE,TRUE
"136608","A0A6S8AGF2",TRUE,"136608",FALSE,FALSE
"136627","A0A6S8B2P5",FALSE,NA,NA,NA
"136646","A0A6S7ZTZ4",FALSE,"136646",FALSE,FALSE
"136647","A0A6S8ANV9",FALSE,"136647",FALSE,FALSE
"136649","A0A6S8DB09",FALSE,"136649",FALSE,FALSE
"136651","A0A6S8B678",TRUE,"136651",TRUE,TRUE
"136652","A0A6S7ZTP0",FALSE,"136652",FALSE,FALSE
"136654","A0A6S8B2X1",FALSE,"136654",FALSE,FALSE
"136674","A0A6S8ALN0",TRUE,"136674",FALSE,FALSE
"136697","A0A6S8FF06",TRUE,"136697",TRUE,TRUE
"136702","A0A6S8E4U6",FALSE,"136702",FALSE,FALSE
"136715","A0A6S8E8K9",FALSE,"136715",FALSE,FALSE
"136733","A0A6S8D1W2",FALSE,"136733",FALSE,FALSE
"136736","A0A6S7ZR91",FALSE,"136736",FALSE,FALSE
"136746","A0A6S8AFW2",FALSE,"136746",FALSE,FALSE
"136750","A0A6S8B0E0",FALSE,"136750",FALSE,FALSE
"136763","A0A6S8EJA8",FALSE,"136763",FALSE,FALSE
"136765","A0A6S8D9F0",FALSE,"136765",FALSE,FALSE
"136766","A0A6S8AK04",FALSE,"136766",FALSE,FALSE
"136796","A0A6S8G424",FALSE,"136796",FALSE,FALSE
"136804","A0A6S8E9I5",FALSE,"136804",FALSE,FALSE
"136817","A0A6S8B8B9",FALSE,"136817",FALSE,FALSE
"136829","A0A6S8BLS0",FALSE,"136829",FALSE,FALSE
"136833","A0A6S8E2L9",FALSE,"136833",FALSE,FALSE
"136835","A0A6S8E269",FALSE,"136835",FALSE,FALSE
"136839","Q1KNJ1",FALSE,"136839",FALSE,FALSE
"136855","A0A6S8AX00",TRUE,"136855",TRUE,TRUE
"136858","A0A6S8GFV5",FALSE,"136858",FALSE,FALSE
"136860","A0A6S8FYH8",TRUE,"136860",TRUE,TRUE
"136861","A0A6S8BMC8",FALSE,"136861",FALSE,FALSE
"136865","A0A6S7ZMX4",TRUE,"136865",FALSE,FALSE
"136877","A0A6S8DHW1",FALSE,"136877",FALSE,FALSE
"136880","A0A6S8FEY1",FALSE,"136880",FALSE,FALSE
"136883","A0A6S8FFY9",FALSE,"136883",FALSE,FALSE
"136889","A0A6S8ERT8",FALSE,"136889",FALSE,FALSE
"136920","A0A6S7ZIE5",FALSE,NA,NA,NA
"136925","A0A6S8DAR2",FALSE,"136925",FALSE,FALSE
"136927","A0A6S8AE00",FALSE,"136927",FALSE,FALSE
"136940","A0A6S8D276",FALSE,"136940",FALSE,FALSE
"136953","A0A6S8EZA4",FALSE,"136953",FALSE,FALSE
"136964","A0A6S8F2D5",FALSE,"136964",FALSE,FALSE
"136965","A0A6S8D1E3",FALSE,NA,NA,NA
"136966","A0A6S8F612",FALSE,NA,NA,NA
"136967","A0A6S8EVF2",FALSE,"136967",FALSE,FALSE
"136971","A0A6S8FWS1",FALSE,"136971",FALSE,FALSE
"136987","A0A6S8F977",FALSE,"136987",FALSE,FALSE
"136990","A0A6S8F5N2",FALSE,"136990",FALSE,FALSE
"137017","A0A6S8FM05",FALSE,"137017",FALSE,FALSE
"137024","A0A6S8GC28",FALSE,"137024",FALSE,FALSE
"137046","A0A6S8AUC7",FALSE,"137046",FALSE,FALSE
"137048","A0A6S8DXS5",FALSE,NA,NA,NA
"137061","A0A6S8A0X4",FALSE,"137061",FALSE,FALSE
"137066","A0A6S7ZPV0",FALSE,"137066",FALSE,FALSE
"137081","A0A6S8CCZ2",FALSE,"137081",FALSE,FALSE
"137093","A0A6S8GTT6",FALSE,"137093",FALSE,FALSE
"137104","A0A6S7ZUM3",FALSE,"137104",FALSE,FALSE
"137113","A0A6S8E0K0",TRUE,NA,NA,NA
"137115","A0A6S8CW18",FALSE,"137115",FALSE,FALSE
"137125","A0A6S8EVL1",FALSE,"137125",FALSE,FALSE
"137140","A0A6S8A8B8",FALSE,NA,NA,NA
"137157","A0A6S7ZXJ9",FALSE,"137157",FALSE,FALSE
"137173","A0A6S8AIJ9",FALSE,"137173",FALSE,FALSE
"137175","A0A6S8EF95",TRUE,NA,NA,NA
"137176","A0A6S8FBY9",TRUE,"137176",FALSE,FALSE
"137181","A0A6S8BX23",FALSE,"137181",FALSE,FALSE
"137186","A0A6S8ESX0",TRUE,"137186",TRUE,TRUE
"137187","A0A6S8DXI7",TRUE,"137187",TRUE,TRUE
"137189","A0A6S7ZSA2",FALSE,"137189",FALSE,FALSE
"137197","A0A6S8EJY7",FALSE,NA,NA,NA
"137204","A0A6S8B350",FALSE,"137204",FALSE,FALSE
"137206","A0A6S8FWH2",FALSE,"137206",FALSE,FALSE
"137208","A0A6S8BEV7",FALSE,"137208",FALSE,FALSE
"137209","A0A6S8FTQ2",FALSE,NA,NA,NA
"137211","A0A6S8A6L8",FALSE,"137211",FALSE,FALSE
"137218","A0A6S8FXA0",FALSE,"137218",FALSE,FALSE
"137219","A0A6S8B8D6",FALSE,"137219",FALSE,FALSE
"137221","A0A6S8CBZ2",FALSE,"137221",FALSE,FALSE
"137229","A0A6S8E7C0",FALSE,"137229",FALSE,FALSE
"137234","A0A6S8CW22",FALSE,"137234",FALSE,FALSE
"137243","A0A6S8APS1",TRUE,"137243",TRUE,TRUE
"137245","A0A6S8CI95",FALSE,"137245",FALSE,FALSE
"137262","A0A6S8A799",FALSE,"137262",FALSE,FALSE
"137263","A0A6S8ARQ8",FALSE,"137263",FALSE,FALSE
"137277","A0A6S8GJ12",FALSE,"137277",FALSE,FALSE
"137280","A0A6S8B0R2",TRUE,"137280",TRUE,TRUE
"137288","A0A6S8DWA7",FALSE,NA,NA,NA
"137294","A0A6S7ZHI7",FALSE,"137294",FALSE,FALSE
"137308","A0A6S8AJU2",FALSE,"137308",FALSE,FALSE
"137309","A0A6S8ECQ8",FALSE,"137309",FALSE,FALSE
"137312","A0A6S8DRB9",FALSE,"137312",FALSE,FALSE
"137323","A0A6S8AMB1",FALSE,"137323",FALSE,FALSE
"137326","A0A6S8AA02",FALSE,"137326",FALSE,FALSE
"137354","A0A6S7ZRD2",FALSE,"137354",FALSE,FALSE
"137356","A0A6S8A6Z3",FALSE,"137356",FALSE,FALSE
"137358","A0A6S7ZHK9",FALSE,"137358",FALSE,FALSE
"137364","A0A6S8EE68",FALSE,"137364",FALSE,FALSE
"137366","A0A6S8E587",FALSE,"137366",FALSE,FALSE
"137368","A0A6S8D7J8",FALSE,"137368",FALSE,FALSE
"137377","A0A6S8E154",FALSE,"137377",FALSE,FALSE
"137380","A0A6S8CQ37",FALSE,"137380",FALSE,FALSE
"137397","A0A6S8FB86",FALSE,"137397",FALSE,FALSE
"137401","A0A6S8CWZ4",FALSE,"137401",FALSE,FALSE
"137402","A0A6S8C120",FALSE,"137402",FALSE,FALSE
"137411","A0A6S7ZJL2",FALSE,"137411",TRUE,FALSE
"137424","A0A6S7ZM50",FALSE,NA,NA,NA
"137433","A0A6S8ACF7",TRUE,"137433",TRUE,TRUE
"137451","A0A6S8DL72",FALSE,"137451",FALSE,FALSE
"137462","A0A6S7ZTT7",TRUE,"137462",TRUE,TRUE
"137463","A0A6S8B8C8",FALSE,"137463",FALSE,FALSE
"137466","A0A6S8ACI7",FALSE,NA,NA,NA
"137475","A0A6S8AF21",FALSE,"137475",FALSE,FALSE
"137494","A0A6S8EMC1",TRUE,"137494",TRUE,TRUE
"137504","A0A6S8G8U8",TRUE,"137504",FALSE,FALSE
"137518","A0A6S8BPF1",FALSE,"137518",FALSE,FALSE
"137525","A0A6S8E1F6",TRUE,"137525",FALSE,FALSE
"137532","A0A6S8EIQ2",TRUE,"137532",FALSE,FALSE
"137534","A0A6S8AL82",TRUE,"137534",TRUE,TRUE
"137536","A0A6S8BA37",FALSE,"137536",FALSE,FALSE
"137541","A0A6S8BPX3",FALSE,"137541",FALSE,FALSE
"137542","A0A6S8BXS1",FALSE,NA,NA,NA
"137561","A0A6S8AV21",FALSE,NA,NA,NA
"137569","A0A6S8FBU4",FALSE,NA,NA,NA
"137595","A0A6S8FHX5",FALSE,"137595",FALSE,FALSE
"137601","A0A6S8A8H2",FALSE,"137601",FALSE,FALSE
"137611","A0A6S8FWF6",FALSE,"137611",FALSE,FALSE
"137613","A0A6S8C520",FALSE,"137613",FALSE,FALSE
"137616","A0A6S8BRM3",TRUE,"137616",TRUE,TRUE
"137623","A0A6S8A3A9",FALSE,"137623",FALSE,FALSE
"137626","A0A6S8BNQ9",FALSE,NA,NA,NA
"137636","A0A6S7ZUT4",TRUE,"137636",FALSE,FALSE
"137646","A0A6S8FYW9",FALSE,"137646",FALSE,FALSE
"137650","A0A6S8BKR2",FALSE,"137650",FALSE,FALSE
"137652","A0A6S8AY15",TRUE,"137652",TRUE,TRUE
"137653","A0A6S8EWL1",FALSE,NA,NA,NA
"137668","A0A6S8AF45",FALSE,"137668",FALSE,FALSE
"137670","A0A6S8BAS6",TRUE,"137670",TRUE,TRUE
"137675","A0A6S8AQE0",TRUE,"137675",TRUE,TRUE
"137679","A0A6S8D9Q0",FALSE,"137679",FALSE,FALSE
"137688","A0A6S8G650",FALSE,"137688",FALSE,FALSE
"137694","A0A6S8G8R5",FALSE,"137694",FALSE,FALSE
"137697","A0A6S8AHZ7",FALSE,"137697",FALSE,FALSE
"137700","A0A6S8BMV4",FALSE,"137700",FALSE,FALSE
"137703","A0A6S8A2Z7",FALSE,"137703",FALSE,FALSE
"137705","A0A6S8BE18",FALSE,"137705",FALSE,FALSE
"137706","A0A6S8A9K8",FALSE,"137706",FALSE,FALSE
"137707","A0A6S8AS04",FALSE,"137707",FALSE,FALSE
"137708","A0A6S8FQD7",FALSE,"137708",FALSE,FALSE
"137730","A0A6S8AM72",FALSE,"137730",FALSE,FALSE
"137735","A0A6S8A4H0",FALSE,"137735",FALSE,FALSE
"137765","A0A6S7ZZ82",FALSE,"137765",FALSE,FALSE
"137778","A0A6S8BNI9",FALSE,"137778",FALSE,FALSE
"137784","A0A6S8B3S2",FALSE,"137784",FALSE,FALSE
"137794","A0A6S8C513",FALSE,"137794",FALSE,FALSE
"137812","A0A6S8BXR6",FALSE,"137812",FALSE,FALSE
"137813","A0A6S8EVM8",FALSE,"137813",FALSE,FALSE
"137824","A0A6S8A9Z7",FALSE,"137824",FALSE,FALSE
"137830","A0A6S8A321",FALSE,NA,NA,NA
"137835","A0A6S8AJA6",FALSE,"137835",FALSE,FALSE
"137837","A0A6S8CNR1",FALSE,"137837",FALSE,FALSE
"137839","A0A6S8CXL7",FALSE,"137839",FALSE,FALSE
"137840","A0A6S8BH85",TRUE,"137840",TRUE,TRUE
"137849","A0A6S8ANG8",FALSE,"137849",FALSE,FALSE
"137853","A0A6S8CFE9",FALSE,"137853",FALSE,FALSE
"137857","A0A6S8B5Q6",TRUE,"137857",TRUE,TRUE
"137858","A0A6S8D495",FALSE,"137858",FALSE,FALSE
"137872","A0A6S8AEV9",FALSE,"137872",FALSE,FALSE
"137893","A0A6S8F9B6",FALSE,"137893",FALSE,FALSE
"137897","A0A6S8ATV7",FALSE,"137897",FALSE,FALSE
"137909","A0A6S8A1F9",FALSE,"137909",FALSE,FALSE
"137914","A0A6S8B2W7",FALSE,"137914",FALSE,FALSE
"137918","A0A6S8BV28",FALSE,NA,NA,NA
"137929","A0A6S8C857",FALSE,"137929",FALSE,FALSE
"137934","A0A6S8FFM8",FALSE,"137934",FALSE,FALSE
"137935","A0A6S8EE03",FALSE,NA,NA,NA
"137941","A0A6S8A049",FALSE,"137941",FALSE,FALSE
"137957","A0A6S7ZQS0",TRUE,"137957",TRUE,TRUE
"137960","A0A6S8DC96",FALSE,NA,NA,NA
"137975","A0A6S8C959",FALSE,NA,NA,NA
"137978","A0A6S8APC9",TRUE,"137978",TRUE,TRUE
"137990","A0A6S8A2P3",TRUE,"137990",TRUE,TRUE
"137992","A0A6S8AAC8",FALSE,"137992",FALSE,FALSE
"138013","A0A6S8AFK0",FALSE,"138013",FALSE,FALSE
"138031","A0A6S8BTM4",FALSE,"138031",FALSE,FALSE
"138036","A0A6S8EUE9",FALSE,NA,NA,NA
"138074","A0A6S8CMY8",FALSE,NA,NA,NA
"138082","A0A6S8ERL9",FALSE,NA,NA,NA
"138090","A0A6S8DMD0",FALSE,NA,NA,NA
"138099","A0A6S8DEL0",FALSE,"138099",FALSE,FALSE
"138105","A0A6S7ZGE1",FALSE,"138105",FALSE,FALSE
"138111","A0A6S8FDV5",FALSE,"138111",FALSE,FALSE
"138117","A0A6S7ZLR6",FALSE,NA,NA,NA
"138128","A0A6S7ZV12",FALSE,"138128",FALSE,FALSE
"138132","A0A6S8ELQ4",FALSE,"138132",FALSE,FALSE
"138137","A0A6S8BVZ2",TRUE,"138137",TRUE,TRUE
"138155","A0A6S8BS73",FALSE,"138155",FALSE,FALSE
"138177","A0A6S8EUS0",FALSE,NA,NA,NA
"138182","A0A6S8CK96",FALSE,"138182",FALSE,FALSE
"138197","A0A6S7ZMQ1",FALSE,"138197",FALSE,FALSE
"138203","A0A6S8A5J0",FALSE,"138203",FALSE,FALSE
"138212","A0A6S8FYC9",FALSE,"138212",FALSE,FALSE
"138216","A0A6S7ZVY4",TRUE,"138216",TRUE,TRUE
"138217","A0A6S8G5Q4",FALSE,"138217",FALSE,FALSE
"138220","A0A6S8C3J1",TRUE,"138220",TRUE,TRUE
"138229","A0A6S8ANK8",FALSE,"138229",FALSE,FALSE
"138233","A0A6S8E4B7",FALSE,"138233",FALSE,FALSE
"138237","A0A6S8DEP0",FALSE,"138237",FALSE,FALSE
"138242","A0A6S8BX06",FALSE,"138242",FALSE,FALSE
"138243","A0A6S8D5C4",FALSE,"138243",FALSE,FALSE
"138254","A0A6S8B3U7",FALSE,"138254",FALSE,FALSE
"138264","A0A6S8C1E3",FALSE,"138264",FALSE,FALSE
"138278","A0A6S8CZK7",FALSE,"138278",FALSE,FALSE
"138285","A0A6S8D3H4",TRUE,"138285",FALSE,FALSE
"138295","A0A6S8B8W7",FALSE,"138295",FALSE,FALSE
"138300","A0A6S8B693",FALSE,"138300",FALSE,FALSE
"138304","A0A6S8ACQ1",FALSE,"138304",FALSE,FALSE
"138306","A0A6S8CCY9",TRUE,"138306",TRUE,TRUE
"138308","A0A6S8B0C1",FALSE,"138308",FALSE,FALSE
"138319","A0A6S8BLU9",FALSE,NA,NA,NA
"138322","A0A6S8AM19",FALSE,"138322",FALSE,FALSE
"138343","A0A6S8G149",FALSE,"138343",FALSE,FALSE
"138352","A0A6S8A5P4",FALSE,"138352",FALSE,FALSE
"138363","A0A6S8DG91",FALSE,"138363",FALSE,FALSE
"138364","A0A6S8A2J1",FALSE,"138364",FALSE,FALSE
"138365","A0A6S7ZVX2",TRUE,"138365",TRUE,TRUE
"138376","A0A6S8B2F9",FALSE,"138376",FALSE,FALSE
"138391","A0A6S8AT71",FALSE,"138391",FALSE,FALSE
"138416","A0A6S8ETE6",FALSE,"138416",FALSE,FALSE
"138417","A0A6S8FVR3",FALSE,"138417",FALSE,FALSE
"138428","A0A6S8F3X6",FALSE,"138428",FALSE,FALSE
"138431","A0A6S8EL48",FALSE,"138431",FALSE,FALSE
"138432","A0A6S8BG50",FALSE,"138432",FALSE,FALSE
"138437","A0A6S8F6P2",FALSE,"138437",FALSE,FALSE
"138448","A0A6S8G992",FALSE,"138448",FALSE,FALSE
"138458","A0A6S8E5I4",TRUE,"138458",TRUE,TRUE
"138485","A0A6S7ZSG4",FALSE,"138485",FALSE,FALSE
"138504","A0A6S8AEI5",FALSE,"138504",FALSE,FALSE
"138505","A0A6S7ZY97",FALSE,"138505",FALSE,FALSE
"138523","A0A6S8C4F9",FALSE,"138523",FALSE,FALSE
"138526","A0A6S8AFU2",FALSE,"138526",FALSE,FALSE
"138527","A0A6S8C4I1",FALSE,"138527",FALSE,FALSE
"138538","A0A6S8BCS0",FALSE,"138538",FALSE,FALSE
"138544","A0A6S8EEL9",FALSE,"138544",FALSE,FALSE
"138548","A0A6S8FEA6",FALSE,"138548",TRUE,FALSE
"138555","A0A6S8FNC6",TRUE,NA,NA,NA
"138558","A0A6S8EFZ4",FALSE,"138558",FALSE,FALSE
"138580","A0A6S8E4U2",FALSE,"138580",FALSE,FALSE
"138585","A0A6S8B2N7",TRUE,"138585",TRUE,TRUE
"138593","A0A6S8B6Z8",FALSE,"138593",FALSE,FALSE
"138600","A0A6S8B5I7",FALSE,"138600",FALSE,FALSE
"138602","A0A6S7ZGZ7",TRUE,"138602",FALSE,FALSE
"138603","A0A6S8FX52",FALSE,"138603",FALSE,FALSE
"138609","A0A6S8GHF1",FALSE,"138609",FALSE,FALSE
"138611","A0A6S8C6L4",FALSE,"138611",FALSE,FALSE
"138612","A0A6S8AUU4",FALSE,"138612",FALSE,FALSE
"138639","A0A6S8F122",FALSE,"138639",FALSE,FALSE
"138642","A0A6S8CK26",FALSE,"138642",FALSE,FALSE
"138644","A0A6S8FG17",FALSE,"138644",FALSE,FALSE
"138645","A0A6S7ZVM9",FALSE,"138645",FALSE,FALSE
"138654","A0A6S8GCM7",FALSE,"138654",FALSE,FALSE
"138666","A0A6S8FJB0",FALSE,"138666",FALSE,FALSE
"138670","A0A6S8DEC5",FALSE,"138670",FALSE,FALSE
"138684","A0A6S8DLJ5",FALSE,"138684",FALSE,FALSE
"138696","A0A6S8BI81",FALSE,"138696",FALSE,FALSE
"138699","A0A6S8A7H0",FALSE,"138699",FALSE,FALSE
"138701","A0A6S8AU43",FALSE,"138701",FALSE,FALSE
"138703","A0A6S7ZWC5",FALSE,"138703",FALSE,FALSE
"138707","A0A6S8EU84",TRUE,"138707",FALSE,FALSE
"138754","A0A6S8ATM6",FALSE,"138754",FALSE,FALSE
"138764","A0A6S8CPU2",FALSE,"138764",FALSE,FALSE
"138785","A0A6S8DM58",FALSE,"138785",FALSE,FALSE
"138787","A0A6S8AAA3",FALSE,"138787",FALSE,FALSE
"138797","A0A6S8ETZ2",FALSE,"138797",FALSE,FALSE
"138805","A0A6S8B396",TRUE,"138805",TRUE,TRUE
"138808","A0A6S7ZVT2",FALSE,"138808",FALSE,FALSE
"138811","A0A6S8G9C6",FALSE,"138811",FALSE,FALSE
"138814","A0A6S8B129",FALSE,"138814",FALSE,FALSE
"138816","A0A6S8A210",FALSE,"138816",TRUE,FALSE
"138819","A0A6S7ZXD8",FALSE,"138819",FALSE,FALSE
"138823","A0A6S8ABT4",FALSE,"138823",FALSE,FALSE
"138824","A0A6S8AWF1",FALSE,"138824",FALSE,FALSE
"138834","A0A6S7ZY96",FALSE,"138834",FALSE,FALSE
"138835","A0A6S8BL43",FALSE,"138835",FALSE,FALSE
"138844","A0A6S8GBJ2",FALSE,NA,NA,NA
"138850","A0A6S8A5V4",FALSE,NA,NA,NA
"138852","A0A6S8BRN8",FALSE,"138852",FALSE,FALSE
"138889","A0A6S8A5P0",FALSE,"138889",FALSE,FALSE
"138890","A0A6S8DJG8",FALSE,"138890",FALSE,FALSE
"138891","A0A6S8BJH8",TRUE,"138891",FALSE,FALSE
"138892","A0A6S8ABV4",FALSE,"138892",FALSE,FALSE
"138909","A0A6S7ZS84",FALSE,NA,NA,NA
"138917","A0A6S8B7E1",FALSE,"138917",FALSE,FALSE
"138925","A0A6S7ZVS4",TRUE,"138925",TRUE,TRUE
"138926","A0A6S8DFP8",TRUE,"138926",FALSE,FALSE
"138935","A0A6S8B793",FALSE,"138935",FALSE,FALSE
"138938","A0A6S8AQN8",FALSE,NA,NA,NA
"138951","A0A6S8D6M2",TRUE,"138951",FALSE,FALSE
"138952","A0A6S8AX20",FALSE,"138952",FALSE,FALSE
"138958","A0A6S8A628",FALSE,"138958",FALSE,FALSE
"138959","A0A6S7ZG73",TRUE,"138959",FALSE,FALSE
"138962","A0A6S8BD36",FALSE,"138962",FALSE,FALSE
"138966","A0A6S8A5D6",FALSE,"138966",FALSE,FALSE
"138972","A0A6S8F1M1",FALSE,"138972",FALSE,FALSE
"138980","A0A6S8A543",FALSE,"138980",FALSE,FALSE
"138985","A0A6S8C2I0",FALSE,"138985",FALSE,FALSE
"138987","A0A6S8BZE5",FALSE,"138987",FALSE,FALSE
"138992","A0A6S8E928",FALSE,"138992",FALSE,FALSE
"138994","A0A6S8A3P9",FALSE,"138994",FALSE,FALSE
"138997","A0A6S8D150",FALSE,"138997",FALSE,FALSE
"139005","A0A6S8GHC8",FALSE,"139005",FALSE,FALSE
"139017","A0A6S8E5R6",FALSE,NA,NA,NA
"139023","A0A6S8APY8",FALSE,"139023",FALSE,FALSE
"139025","A0A6S8FYH1",FALSE,"139025",FALSE,FALSE
"139030","A0A6S8BHJ3",FALSE,"139030",FALSE,FALSE
"139034","A0A6S8AY26",FALSE,"139034",FALSE,FALSE
"139035","A0A6S7ZW43",FALSE,"139035",FALSE,FALSE
"139036","A0A6S8FW75",TRUE,"139036",FALSE,FALSE
"139041","A0A6S8C2R9",FALSE,"139041",FALSE,FALSE
"139055","A0A6S8F3K1",FALSE,"139055",FALSE,FALSE
"139062","A0A6S7ZG15",TRUE,"139062",TRUE,TRUE
"139066","A0A6S8FLP0",TRUE,"139066",FALSE,FALSE
"139073","A0A6S8FGG0",TRUE,"139073",FALSE,FALSE
"139080","A0A6S7ZJM5",TRUE,"139080",TRUE,TRUE
"139081","A0A6S8EU89",FALSE,"139081",FALSE,FALSE
"139089","A0A6S8DCV1",FALSE,"139089",FALSE,FALSE
"139091","A0A6S8AU49",FALSE,"139091",FALSE,FALSE
"139097","A0A6S8D3C6",FALSE,"139097",FALSE,FALSE
"139106","A0A6S7ZY73",TRUE,NA,NA,NA
"139108","A0A6S8CK51",FALSE,"139108",FALSE,FALSE
"139114","A0A6S8BIC8",FALSE,"139114",FALSE,FALSE
"139122","A0A6S8CGN7",FALSE,NA,NA,NA
"139127","A0A6S8EYJ7",FALSE,"139127",FALSE,FALSE
"139128","A0A6S8EU91",FALSE,"139128",FALSE,FALSE
"139134","A0A6S7ZIW7",FALSE,NA,NA,NA
"139154","A0A6S8BDB2",FALSE,"139154",FALSE,FALSE
"139157","A0A6S8B6K7",FALSE,"139157",FALSE,FALSE
"139164","A0A6S8AGA6",FALSE,"139164",FALSE,FALSE
"139165","A0A6S8AS15",TRUE,"139165",FALSE,FALSE
"139168","A0A6S8A272",FALSE,"139168",FALSE,FALSE
"139169","A0A6S8B829",FALSE,"139169",FALSE,FALSE
"139170","A0A6S8B0V2",FALSE,"139170",FALSE,FALSE
"139171","A0A6S8BDY0",FALSE,"139171",FALSE,FALSE
"139175","A0A6S8ACN3",FALSE,"139175",FALSE,FALSE
"139191","A0A6S8EFG3",FALSE,"139191",FALSE,FALSE
"139193","A0A6S8BX48",FALSE,"139193",FALSE,FALSE
"139198","A0A6S8FRM5",FALSE,NA,NA,NA
"139206","A0A6S8GHK8",FALSE,"139206",FALSE,FALSE
"139209","A0A6S8AT18",FALSE,"139209",FALSE,FALSE
"139212","A0A6S8EWQ7",FALSE,"139212",FALSE,FALSE
"139221","A0A6S8DVW0",FALSE,"139221",FALSE,FALSE
"139225","A0A6S8AY06",FALSE,"139225",FALSE,FALSE
"139252","A0A6S8E539",FALSE,"139252",FALSE,FALSE
"139270","A0A6S7ZQQ3",FALSE,"139270",FALSE,FALSE
"139271","A0A6S8AS40",FALSE,"139271",FALSE,FALSE
"139272","A0A6S7ZSJ6",FALSE,"139272",FALSE,FALSE
"139273","A0A6S8EJ78",FALSE,"139273",FALSE,FALSE
"139280","A0A6S8A2B7",TRUE,"139280",TRUE,TRUE
"139287","A0A6S7ZJ20",FALSE,"139287",FALSE,FALSE
"139292","A0A6S7ZQD5",FALSE,"139292",FALSE,FALSE
"139320","A0A6S8B040",FALSE,"139320",FALSE,FALSE
"139323","A0A6S8DYM9",FALSE,"139323",FALSE,FALSE
"139328","A0A6S8CQ45",FALSE,"139328",FALSE,FALSE
"139330","A0A6S8FF16",FALSE,"139330",FALSE,FALSE
"139352","A0A6S8A2W0",TRUE,"139352",TRUE,TRUE
"139364","A0A6S8AIT6",FALSE,"139364",FALSE,FALSE
"139391","A0A6S8EN73",TRUE,"139391",TRUE,TRUE
"139396","A0A6S8AQ89",FALSE,NA,NA,NA
"139405","A0A6S8CAT4",FALSE,"139405",FALSE,FALSE
"139427","A0A6S8AI63",FALSE,"139427",TRUE,FALSE
"139430","A0A6S8CAE1",FALSE,"139430",FALSE,FALSE
"139433","A0A6S8FLJ2",FALSE,NA,NA,NA
"139443","A0A6S8BZS9",TRUE,"139443",FALSE,FALSE
"139450","A0A6S8BWR6",TRUE,"139450",FALSE,FALSE
"139455","A0A6S8A4A5",FALSE,NA,NA,NA
"139456","A0A6S8E6G1",FALSE,"139456",FALSE,FALSE
"139461","A0A6S8B8Y5",FALSE,"139461",FALSE,FALSE
"139465","A0A6S8GDM4",TRUE,NA,NA,NA
"139467","A0A6S8CJK5",FALSE,NA,NA,NA
"139468","A0A6S8DS45",FALSE,"139468",FALSE,FALSE
"139479","A0A6S8DZG8",FALSE,"139479",FALSE,FALSE
"139481","A0A6S8DYM0",TRUE,"139481",TRUE,TRUE
"139486","A0A6S8F222",FALSE,"139486",FALSE,FALSE
"139491","A0A6S8CNZ9",FALSE,NA,NA,NA
"139494","A0A6S8ATY3",FALSE,"139494",FALSE,FALSE
"139498","A0A6S8AA57",FALSE,"139498",FALSE,FALSE
"139509","A0A6S8BXY6",TRUE,"139509",TRUE,TRUE
"139512","A0A6S8AXM0",FALSE,"139512",FALSE,FALSE
"139517","A0A6S8BCI1",FALSE,NA,NA,NA
"139531","A0A6S8ECG5",FALSE,"139531",FALSE,FALSE
"139547","A0A6S8BR03",FALSE,"139547",FALSE,FALSE
"139555","A0A6S8C8R7",FALSE,"139555",TRUE,FALSE
"139562","A0A6S8B3H5",FALSE,"139562",FALSE,FALSE
"139565","A0A6S7ZJ51",FALSE,"139565",FALSE,FALSE
"139576","A0A6S8ABL2",FALSE,"139576",FALSE,FALSE
"139580","A0A6S8A1V2",FALSE,"139580",FALSE,FALSE
"139586","A0A6S8B3E9",TRUE,"139586",TRUE,TRUE
"139587","A0A6S8FYP5",FALSE,NA,NA,NA
"139589","A0A6S8C229",TRUE,"139589",TRUE,TRUE
"139593","A0A6S8FU47",FALSE,"139593",FALSE,FALSE
"139598","A0A6S8DXF2",FALSE,"139598",FALSE,FALSE
"139603","A0A6S8AXS6",FALSE,"139603",FALSE,FALSE
"139611","A0A6S7ZQD7",FALSE,"139611",FALSE,FALSE
"139613","A0A6S8DDA9",FALSE,"139613",FALSE,FALSE
"139617","A0A6S8F4Q2",FALSE,"139617",FALSE,FALSE
"139621","A0A6S8C4P1",FALSE,NA,NA,NA
"139629","A0A6S7ZZU3",FALSE,"139629",FALSE,FALSE
"139646","A0A6S8FVL0",FALSE,"139646",FALSE,FALSE
"139652","A0A6S8ECX0",TRUE,"139652",FALSE,FALSE
"139664","A0A6S7ZSZ2",FALSE,"139664",FALSE,FALSE
"139686","A0A6S8EWZ1",TRUE,"139686",FALSE,FALSE
"139696","A0A6S8AID4",FALSE,"139696",FALSE,FALSE
"139697","A0A6S8B4X9",FALSE,"139697",FALSE,FALSE
"139698","A0A6S7ZX94",FALSE,"139698",FALSE,FALSE
"139711","A0A6S7ZXS8",FALSE,"139711",FALSE,FALSE
"139713","A0A6S8FJF8",FALSE,NA,NA,NA
"139715","A0A6S8AZS6",FALSE,"139715",FALSE,FALSE
"139726","A0A6S8GSV1",FALSE,"139726",FALSE,FALSE
