"cluster","Aplke1.FilteredModels1","Aurli1.FilteredModels1","Honfer1.CEA_gene_models","LabyHa_1.DU_gene_models","Schag1.FilteredModels1","TOTAL"
8896,0,1,1,0,0,2
8897,0,1,1,0,0,2
8898,0,1,1,0,0,2
8899,0,1,1,0,0,2
8900,0,1,1,0,0,2
8901,0,1,1,0,0,2
8902,0,1,1,0,0,2
8903,0,1,1,0,0,2
8904,0,1,1,0,0,2
8905,0,1,1,0,0,2
8906,0,1,1,0,0,2
8907,0,1,1,0,0,2
8908,0,1,1,0,0,2
8909,0,1,1,0,0,2
8910,0,1,1,0,0,2
8911,0,1,1,0,0,2
8912,0,1,1,0,0,2
8913,0,1,1,0,0,2
8914,0,1,1,0,0,2
8915,0,1,1,0,0,2
8916,0,0,1,0,1,2
8917,0,1,1,0,0,2
8918,0,1,0,0,1,2
8919,0,1,1,0,0,2
8920,0,1,1,0,0,2
8921,0,1,1,0,0,2
8922,0,1,1,0,0,2
8923,0,1,1,0,0,2
8924,0,1,1,0,0,2
8925,0,1,1,0,0,2
8926,0,1,1,0,0,2
8927,0,1,1,0,0,2
8928,0,1,1,0,0,2
8929,0,1,1,0,0,2
8930,0,1,1,0,0,2
8931,0,1,1,0,0,2
8932,0,1,1,0,0,2
8933,0,1,1,0,0,2
8934,0,1,1,0,0,2
8935,0,1,1,0,0,2
8936,0,1,0,0,1,2
8937,0,1,1,0,0,2
8938,0,1,1,0,0,2
8939,0,1,1,0,0,2
8940,0,1,1,0,0,2
8941,0,1,1,0,0,2
8942,0,1,0,0,1,2
8943,0,1,1,0,0,2
8944,0,1,1,0,0,2
8945,0,1,1,0,0,2
8946,0,1,1,0,0,2
8947,0,1,1,0,0,2
8948,0,1,1,0,0,2
8949,0,1,1,0,0,2
8950,0,1,1,0,0,2
8951,0,1,1,0,0,2
8952,0,1,1,0,0,2
8953,0,1,1,0,0,2
8954,0,1,1,0,0,2
8955,0,1,1,0,0,2
8956,0,1,1,0,0,2
8957,0,1,1,0,0,2
8958,0,1,1,0,0,2
8959,0,1,1,0,0,2
8960,0,1,1,0,0,2
8961,0,1,1,0,0,2
8962,0,1,1,0,0,2
8963,0,1,1,0,0,2
8964,0,1,1,0,0,2
8965,0,1,1,0,0,2
8966,0,1,1,0,0,2
8967,0,1,1,0,0,2
8968,0,1,1,0,0,2
8969,0,1,0,1,0,2
8970,0,1,1,0,0,2
8971,0,1,1,0,0,2
8972,0,1,1,0,0,2
8973,0,1,1,0,0,2
8974,0,1,1,0,0,2
8975,0,1,1,0,0,2
8976,0,1,1,0,0,2
8977,0,1,1,0,0,2
8978,0,1,1,0,0,2
8979,0,1,1,0,0,2
8980,0,1,1,0,0,2
8981,0,1,1,0,0,2
8982,0,1,1,0,0,2
8983,0,1,1,0,0,2
8984,0,1,1,0,0,2
8985,0,1,1,0,0,2
8986,0,1,1,0,0,2
8987,0,1,1,0,0,2
8988,0,1,1,0,0,2
8989,0,1,1,0,0,2
8990,0,1,1,0,0,2
8991,0,1,1,0,0,2
8992,0,1,1,0,0,2
8993,0,1,1,0,0,2
8994,0,1,1,0,0,2
8995,0,1,1,0,0,2
8996,0,1,1,0,0,2
8997,0,1,1,0,0,2
8998,0,1,1,0,0,2
8999,0,1,1,0,0,2
9000,0,1,1,0,0,2
9001,0,1,1,0,0,2
9002,0,1,1,0,0,2
9003,0,1,1,0,0,2
9004,0,1,1,0,0,2
9005,0,1,1,0,0,2
9006,0,1,1,0,0,2
9007,0,1,1,0,0,2
9008,0,1,1,0,0,2
9009,0,1,1,0,0,2
9010,0,1,1,0,0,2
9011,0,1,1,0,0,2
9012,0,1,1,0,0,2
9013,0,1,1,0,0,2
9014,0,1,1,0,0,2
9015,0,1,1,0,0,2
9016,0,1,1,0,0,2
9017,0,1,1,0,0,2
9018,0,1,1,0,0,2
9019,0,1,1,0,0,2
9020,0,1,1,0,0,2
9021,0,1,1,0,0,2
9022,0,1,1,0,0,2
9023,0,1,1,0,0,2
9024,0,1,1,0,0,2
9025,0,1,1,0,0,2
9026,0,1,1,0,0,2
9027,0,1,1,0,0,2
9028,0,1,1,0,0,2
9029,0,1,1,0,0,2
9030,0,1,1,0,0,2
9031,0,1,1,0,0,2
9032,0,1,1,0,0,2
9033,0,1,1,0,0,2
9034,0,1,1,0,0,2
9035,0,1,1,0,0,2
9036,0,1,1,0,0,2
9037,0,1,1,0,0,2
9038,0,1,1,0,0,2
9039,0,1,1,0,0,2
9040,0,1,1,0,0,2
9041,0,1,1,0,0,2
9042,0,1,1,0,0,2
9043,0,1,1,0,0,2
9044,0,1,1,0,0,2
9045,0,1,1,0,0,2
9046,0,1,1,0,0,2
9047,0,1,1,0,0,2
9048,0,1,0,0,1,2
9049,0,1,1,0,0,2
9050,0,1,1,0,0,2
9051,0,1,1,0,0,2
9052,0,1,1,0,0,2
9053,0,1,1,0,0,2
9054,0,1,1,0,0,2
9055,0,1,1,0,0,2
9056,0,1,1,0,0,2
9057,0,1,1,0,0,2
9058,0,1,1,0,0,2
9059,0,1,1,0,0,2
9060,0,1,1,0,0,2
9061,0,1,1,0,0,2
9062,0,1,1,0,0,2
9063,0,1,0,0,1,2
9064,0,1,1,0,0,2
9065,0,1,1,0,0,2
9066,0,1,1,0,0,2
9067,0,1,1,0,0,2
9068,0,1,1,0,0,2
9069,0,1,1,0,0,2
9070,0,1,1,0,0,2
9071,0,1,1,0,0,2
9072,0,1,1,0,0,2
9073,0,1,1,0,0,2
9074,0,1,1,0,0,2
9075,0,1,1,0,0,2
9076,0,1,1,0,0,2
9077,0,1,1,0,0,2
9078,0,1,1,0,0,2
9079,0,1,1,0,0,2
9080,0,1,1,0,0,2
9081,0,1,1,0,0,2
9082,0,1,1,0,0,2
9083,0,1,1,0,0,2
9084,0,1,1,0,0,2
9085,0,1,1,0,0,2
9086,0,1,1,0,0,2
9087,0,1,1,0,0,2
9088,0,1,1,0,0,2
9089,0,1,1,0,0,2
9090,0,1,1,0,0,2
9091,0,1,1,0,0,2
9092,0,1,1,0,0,2
9093,0,1,1,0,0,2
9094,0,1,1,0,0,2
9095,0,1,1,0,0,2
9096,0,1,1,0,0,2
9097,0,1,1,0,0,2
9098,0,1,0,0,1,2
9099,0,1,1,0,0,2
9100,0,1,0,0,1,2
9101,0,1,1,0,0,2
9102,0,1,1,0,0,2
9103,0,1,1,0,0,2
9104,0,1,1,0,0,2
9105,0,1,1,0,0,2
9106,0,1,1,0,0,2
9107,0,1,1,0,0,2
9108,0,1,1,0,0,2
9109,0,1,1,0,0,2
9110,0,1,1,0,0,2
9111,0,1,1,0,0,2
9112,0,1,1,0,0,2
9113,0,1,1,0,0,2
9114,0,1,1,0,0,2
9115,0,1,1,0,0,2
9116,0,1,1,0,0,2
9117,0,1,1,0,0,2
9118,0,1,1,0,0,2
9119,0,1,1,0,0,2
9120,0,1,1,0,0,2
9121,0,1,1,0,0,2
9122,0,1,1,0,0,2
9123,0,1,1,0,0,2
9124,0,1,1,0,0,2
9125,0,1,1,0,0,2
9126,0,1,1,0,0,2
9127,0,1,1,0,0,2
9128,0,1,1,0,0,2
9129,0,1,1,0,0,2
9130,0,1,1,0,0,2
9131,0,1,1,0,0,2
9132,0,1,1,0,0,2
9133,0,1,1,0,0,2
9134,0,1,1,0,0,2
9135,0,1,1,0,0,2
9136,0,1,1,0,0,2
9137,0,1,1,0,0,2
9138,0,1,1,0,0,2
9139,0,1,1,0,0,2
9140,0,1,1,0,0,2
9141,0,1,1,0,0,2
9142,0,1,1,0,0,2
9143,0,1,1,0,0,2
9144,0,1,1,0,0,2
9145,0,1,1,0,0,2
9146,0,1,0,0,1,2
9147,0,1,1,0,0,2
9148,0,1,1,0,0,2
9149,0,1,1,0,0,2
9150,0,1,1,0,0,2
9151,0,1,1,0,0,2
9152,0,1,1,0,0,2
9153,0,1,1,0,0,2
9154,0,1,1,0,0,2
9155,0,1,1,0,0,2
9156,0,1,1,0,0,2
9157,0,1,0,0,1,2
9158,0,1,1,0,0,2
9159,0,1,1,0,0,2
9160,0,1,1,0,0,2
9161,0,1,1,0,0,2
9162,0,1,1,0,0,2
9163,0,1,1,0,0,2
9164,0,1,1,0,0,2
9165,0,1,0,0,1,2
9166,0,1,1,0,0,2
9167,0,1,1,0,0,2
9168,0,1,1,0,0,2
9169,0,1,1,0,0,2
9170,0,1,1,0,0,2
9171,0,1,1,0,0,2
9172,0,1,1,0,0,2
9173,0,1,1,0,0,2
9174,0,1,1,0,0,2
9175,0,1,1,0,0,2
9176,0,1,1,0,0,2
9177,0,1,1,0,0,2
9178,0,1,0,0,1,2
9179,0,0,0,2,0,2
9180,0,0,0,2,0,2
9181,0,1,0,1,0,2
9182,0,1,0,0,1,2
9183,0,0,0,2,0,2
9184,0,1,0,1,0,2
9185,0,0,0,1,1,2
9186,0,1,0,1,0,2
9187,0,1,0,1,0,2
9188,0,0,0,2,0,2
9189,0,1,0,0,1,2
9190,0,0,0,0,2,2
9191,0,0,0,0,2,2
9192,0,1,0,0,1,2
9193,0,0,1,0,1,2
9194,0,1,0,0,1,2
9195,0,1,0,0,1,2
9196,0,1,0,0,1,2
9197,0,1,0,0,1,2
9198,0,1,0,0,1,2
9199,0,1,0,0,1,2
9200,0,0,1,0,1,2
9201,0,1,0,0,1,2
9202,0,1,0,0,1,2
9203,0,1,0,0,1,2
9204,0,1,0,0,1,2
9205,0,1,0,0,1,2
9206,0,1,0,0,1,2
9207,0,1,0,0,1,2
9208,0,0,0,0,2,2
9209,0,0,0,0,2,2
9210,0,1,0,0,1,2
9211,0,1,0,0,1,2
9212,0,0,0,0,2,2
9213,0,1,0,0,1,2
9214,0,1,0,0,1,2
9215,0,1,0,0,1,2
9216,0,1,0,0,1,2
9217,0,1,0,0,1,2
9218,0,1,0,0,1,2
9219,0,1,0,0,1,2
9220,0,1,0,0,1,2
9221,0,1,0,0,1,2
9222,0,1,0,0,1,2
9223,0,1,0,0,1,2
9224,0,0,0,0,2,2
9225,0,1,0,0,1,2
9226,0,1,0,0,1,2
9227,0,1,0,0,1,2
9228,0,0,0,0,2,2
9229,0,1,0,0,1,2
9230,0,1,0,0,1,2
9231,0,1,0,0,1,2
9232,0,0,0,0,2,2
9233,0,1,0,0,1,2
9234,0,1,0,0,1,2
9235,0,1,0,0,1,2
9236,0,1,0,0,1,2
9237,0,1,0,0,1,2
9238,0,0,2,0,0,2
9239,0,0,2,0,0,2
9240,0,0,2,0,0,2
9241,0,0,2,0,0,2
9242,0,0,2,0,0,2
9243,0,0,2,0,0,2
9244,0,0,2,0,0,2
9245,0,0,2,0,0,2
9246,0,0,2,0,0,2
9247,0,0,2,0,0,2
9248,0,0,2,0,0,2
9249,0,0,2,0,0,2
9250,0,0,2,0,0,2
9251,0,0,2,0,0,2
9252,0,0,2,0,0,2
9253,0,0,2,0,0,2
9254,0,0,2,0,0,2
9255,0,0,2,0,0,2
9256,0,0,2,0,0,2
9257,0,0,2,0,0,2
9258,0,0,2,0,0,2
9259,0,0,2,0,0,2
9260,0,0,2,0,0,2
9261,0,0,2,0,0,2
9262,0,0,2,0,0,2
9263,0,0,2,0,0,2
9264,0,0,2,0,0,2
9265,0,0,2,0,0,2
9266,0,0,2,0,0,2
9267,0,0,2,0,0,2
9268,0,0,2,0,0,2
9269,0,0,1,0,1,2
9270,0,0,1,0,1,2
9271,0,0,1,1,0,2
9272,0,0,1,1,0,2
9273,0,0,0,2,0,2
9274,0,0,0,0,2,2
9275,0,0,1,0,1,2
9276,0,0,1,0,1,2
9277,0,0,0,0,2,2
9278,0,0,1,0,1,2
9279,0,0,1,0,1,2
9280,0,0,1,0,1,2
9281,0,0,1,0,1,2
9282,0,0,1,0,1,2
9283,0,0,1,0,1,2
9284,0,0,0,0,2,2
9285,0,0,1,0,1,2
9286,0,0,0,0,2,2
9287,0,0,1,0,1,2
9288,0,0,1,0,1,2
9289,0,0,1,0,1,2
9290,0,0,1,0,1,2
9291,0,0,1,0,1,2
9292,0,0,0,0,2,2
9293,0,0,0,0,2,2
9294,0,0,1,0,1,2
9295,0,0,0,0,2,2
9296,0,0,1,0,1,2
9297,0,0,0,0,2,2
9298,0,0,1,0,1,2
9299,0,0,0,0,2,2
9300,0,0,0,0,2,2
9301,0,0,1,0,1,2
9302,0,0,0,0,2,2
9303,0,0,1,0,1,2
9304,0,0,1,0,1,2
9305,0,0,1,0,1,2
9306,0,0,0,2,0,2
9307,0,0,0,2,0,2
9308,0,0,0,2,0,2
9309,0,0,0,2,0,2
9310,0,0,0,2,0,2
9311,0,0,0,2,0,2
9312,0,0,0,2,0,2
9313,0,0,0,2,0,2
9314,0,0,0,2,0,2
9315,0,0,0,2,0,2
9316,0,0,0,2,0,2
9317,0,0,0,2,0,2
9318,0,0,0,2,0,2
9319,0,0,0,2,0,2
9320,0,0,0,2,0,2
9321,0,0,0,2,0,2
9322,0,0,0,2,0,2
9323,0,0,0,2,0,2
9324,0,0,0,2,0,2
9325,0,0,0,2,0,2
9326,0,0,0,2,0,2
9327,0,0,0,2,0,2
9328,0,0,0,2,0,2
9329,0,0,0,2,0,2
9330,0,0,0,2,0,2
9331,0,0,0,2,0,2
9332,0,0,0,2,0,2
9333,0,0,0,2,0,2
9334,0,0,0,2,0,2
9335,0,0,0,2,0,2
9336,0,0,0,2,0,2
9337,0,0,0,2,0,2
9338,0,0,0,2,0,2
9339,0,0,0,2,0,2
9340,0,0,0,2,0,2
9341,0,0,0,2,0,2
9342,0,0,0,2,0,2
9343,0,0,0,2,0,2
9344,0,0,0,2,0,2
9345,0,0,0,2,0,2
9346,0,0,0,2,0,2
9347,0,0,0,2,0,2
9348,0,0,0,2,0,2
9349,0,0,0,2,0,2
9350,0,0,0,2,0,2
9351,0,0,0,0,2,2
9352,0,0,0,1,1,2
9353,0,0,0,0,2,2
9354,0,0,0,1,1,2
9355,0,0,0,1,1,2
9356,0,0,0,1,1,2
9357,0,0,0,0,2,2
9358,0,0,0,0,2,2
9359,0,0,0,0,2,2
9360,0,0,0,0,2,2
9361,0,0,0,0,2,2
9362,0,0,0,0,2,2
9363,0,0,0,0,2,2
9364,0,0,0,0,2,2
9365,0,0,0,0,2,2
9366,0,0,0,0,2,2
9367,0,0,0,0,2,2
9368,0,0,0,0,2,2
9369,0,0,0,0,2,2
9370,0,0,0,0,2,2
9371,0,0,0,0,2,2
9372,0,0,0,0,2,2
9373,0,0,0,0,2,2
9374,0,0,0,0,2,2
9375,0,0,0,0,2,2
9376,0,0,0,0,2,2
9377,0,0,0,0,2,2
9378,0,0,0,0,2,2
9379,0,0,0,0,2,2
9380,0,0,0,0,2,2
9381,0,0,0,0,2,2
9382,0,0,0,0,2,2
9383,0,0,0,0,2,2
9384,0,0,0,0,2,2
9385,0,0,0,0,2,2
9386,0,0,0,0,2,2
9387,0,0,0,0,2,2
9388,0,0,0,0,2,2
9389,0,0,0,0,2,2
9390,0,0,0,0,2,2
9391,0,0,0,0,2,2
9392,0,0,0,0,2,2
9393,0,0,0,0,2,2
9394,0,0,0,0,2,2
9395,0,0,0,0,2,2
9396,0,0,0,0,2,2
9397,0,0,0,0,2,2
9398,0,0,0,0,2,2
9399,0,0,0,0,2,2
9400,0,0,0,0,2,2
9401,0,0,0,0,2,2
9402,0,0,0,0,2,2
9403,0,0,0,0,2,2
9404,0,0,0,0,2,2
9405,0,0,0,0,2,2
9406,0,0,0,0,2,2
9407,0,0,0,0,2,2
9408,0,0,0,0,2,2
9409,0,0,0,0,2,2
9410,0,0,0,0,2,2
9411,0,0,0,0,2,2
9412,0,0,0,0,2,2
9413,0,0,0,0,2,2
9414,0,0,0,0,2,2
9415,0,0,0,0,2,2
9416,0,0,0,0,2,2
9417,0,0,0,0,2,2
9418,0,0,0,0,2,2
9419,0,0,0,0,2,2
9420,0,0,0,0,2,2
9421,0,0,0,0,2,2
9422,0,0,0,0,2,2
9423,0,0,0,0,2,2
9424,0,0,0,0,2,2
9425,0,0,0,0,2,2
9426,0,0,0,0,2,2
9427,0,0,0,0,2,2
9428,0,0,0,0,2,2
9429,0,0,0,0,2,2
9430,0,1,0,0,0,1
9431,0,1,0,0,0,1
9432,0,1,0,0,0,1
9433,1,0,0,0,0,1
9434,1,0,0,0,0,1
9435,1,0,0,0,0,1
9436,0,1,0,0,0,1
9437,0,1,0,0,0,1
9438,1,0,0,0,0,1
9439,1,0,0,0,0,1
9440,1,0,0,0,0,1
9441,1,0,0,0,0,1
9442,0,1,0,0,0,1
9443,1,0,0,0,0,1
9444,1,0,0,0,0,1
9445,1,0,0,0,0,1
9446,1,0,0,0,0,1
9447,1,0,0,0,0,1
9448,0,1,0,0,0,1
9449,1,0,0,0,0,1
9450,0,1,0,0,0,1
9451,1,0,0,0,0,1
9452,0,1,0,0,0,1
9453,1,0,0,0,0,1
9454,0,1,0,0,0,1
9455,0,1,0,0,0,1
9456,0,1,0,0,0,1
9457,0,1,0,0,0,1
9458,0,1,0,0,0,1
9459,0,1,0,0,0,1
9460,1,0,0,0,0,1
9461,1,0,0,0,0,1
9462,1,0,0,0,0,1
9463,0,0,1,0,0,1
9464,1,0,0,0,0,1
9465,1,0,0,0,0,1
9466,1,0,0,0,0,1
9467,0,1,0,0,0,1
9468,1,0,0,0,0,1
9469,0,1,0,0,0,1
9470,0,0,0,0,1,1
9471,1,0,0,0,0,1
9472,1,0,0,0,0,1
9473,1,0,0,0,0,1
9474,0,0,1,0,0,1
9475,0,0,1,0,0,1
9476,1,0,0,0,0,1
9477,1,0,0,0,0,1
9478,0,1,0,0,0,1
9479,0,1,0,0,0,1
9480,0,1,0,0,0,1
9481,1,0,0,0,0,1
9482,1,0,0,0,0,1
9483,1,0,0,0,0,1
9484,1,0,0,0,0,1
9485,0,1,0,0,0,1
9486,0,1,0,0,0,1
9487,0,1,0,0,0,1
9488,0,1,0,0,0,1
9489,0,0,0,0,1,1
9490,0,1,0,0,0,1
9491,0,1,0,0,0,1
9492,0,1,0,0,0,1
9493,0,0,0,0,1,1
9494,0,1,0,0,0,1
9495,0,1,0,0,0,1
9496,0,1,0,0,0,1
9497,0,1,0,0,0,1
9498,1,0,0,0,0,1
9499,0,0,0,0,1,1
9500,0,1,0,0,0,1
9501,0,1,0,0,0,1
9502,0,1,0,0,0,1
9503,0,1,0,0,0,1
9504,0,1,0,0,0,1
9505,1,0,0,0,0,1
9506,1,0,0,0,0,1
9507,1,0,0,0,0,1
9508,1,0,0,0,0,1
9509,1,0,0,0,0,1
9510,1,0,0,0,0,1
9511,0,1,0,0,0,1
9512,0,1,0,0,0,1
9513,0,0,0,0,1,1
9514,0,1,0,0,0,1
9515,0,1,0,0,0,1
9516,0,1,0,0,0,1
9517,1,0,0,0,0,1
9518,1,0,0,0,0,1
9519,1,0,0,0,0,1
9520,1,0,0,0,0,1
9521,1,0,0,0,0,1
9522,1,0,0,0,0,1
9523,0,1,0,0,0,1
9524,0,1,0,0,0,1
9525,0,1,0,0,0,1
9526,0,0,0,0,1,1
9527,0,1,0,0,0,1
9528,0,1,0,0,0,1
9529,0,1,0,0,0,1
9530,0,1,0,0,0,1
9531,0,1,0,0,0,1
9532,0,1,0,0,0,1
9533,0,1,0,0,0,1
9534,0,1,0,0,0,1
9535,0,1,0,0,0,1
9536,0,1,0,0,0,1
9537,0,1,0,0,0,1
9538,0,1,0,0,0,1
9539,0,1,0,0,0,1
9540,0,1,0,0,0,1
9541,0,1,0,0,0,1
9542,0,1,0,0,0,1
9543,0,1,0,0,0,1
9544,0,1,0,0,0,1
9545,0,1,0,0,0,1
9546,1,0,0,0,0,1
9547,0,1,0,0,0,1
9548,1,0,0,0,0,1
9549,1,0,0,0,0,1
9550,0,0,0,0,1,1
9551,1,0,0,0,0,1
9552,1,0,0,0,0,1
9553,0,0,0,0,1,1
9554,1,0,0,0,0,1
9555,0,0,0,0,1,1
9556,0,0,0,0,1,1
9557,0,1,0,0,0,1
9558,1,0,0,0,0,1
9559,1,0,0,0,0,1
9560,0,1,0,0,0,1
9561,1,0,0,0,0,1
9562,1,0,0,0,0,1
9563,0,0,0,0,1,1
9564,0,0,0,0,1,1
9565,1,0,0,0,0,1
9566,0,1,0,0,0,1
9567,0,0,0,0,1,1
9568,0,1,0,0,0,1
9569,0,1,0,0,0,1
9570,0,1,0,0,0,1
9571,0,1,0,0,0,1
9572,0,1,0,0,0,1
9573,0,1,0,0,0,1
9574,0,1,0,0,0,1
9575,0,1,0,0,0,1
9576,1,0,0,0,0,1
9577,0,1,0,0,0,1
9578,1,0,0,0,0,1
9579,0,1,0,0,0,1
9580,0,1,0,0,0,1
9581,0,1,0,0,0,1
9582,0,1,0,0,0,1
9583,1,0,0,0,0,1
9584,0,0,0,0,1,1
9585,1,0,0,0,0,1
9586,1,0,0,0,0,1
9587,0,1,0,0,0,1
9588,0,1,0,0,0,1
9589,0,0,0,0,1,1
9590,0,1,0,0,0,1
9591,0,1,0,0,0,1
9592,1,0,0,0,0,1
9593,0,0,0,0,1,1
9594,0,0,0,0,1,1
9595,0,0,0,0,1,1
9596,0,1,0,0,0,1
9597,0,1,0,0,0,1
9598,0,1,0,0,0,1
9599,0,1,0,0,0,1
9600,0,1,0,0,0,1
9601,0,0,1,0,0,1
9602,0,1,0,0,0,1
9603,1,0,0,0,0,1
9604,0,1,0,0,0,1
9605,0,1,0,0,0,1
9606,1,0,0,0,0,1
9607,0,1,0,0,0,1
9608,0,1,0,0,0,1
9609,0,1,0,0,0,1
9610,1,0,0,0,0,1
9611,1,0,0,0,0,1
9612,0,1,0,0,0,1
9613,0,1,0,0,0,1
9614,0,1,0,0,0,1
9615,0,0,1,0,0,1
9616,0,0,1,0,0,1
9617,0,0,1,0,0,1
9618,0,0,1,0,0,1
9619,0,1,0,0,0,1
9620,0,1,0,0,0,1
9621,0,1,0,0,0,1
9622,1,0,0,0,0,1
9623,0,1,0,0,0,1
9624,0,0,0,0,1,1
9625,1,0,0,0,0,1
9626,0,0,0,0,1,1
9627,1,0,0,0,0,1
9628,0,1,0,0,0,1
9629,0,0,0,0,1,1
9630,0,1,0,0,0,1
9631,0,0,0,0,1,1
9632,0,0,0,0,1,1
9633,0,1,0,0,0,1
9634,0,0,0,0,1,1
9635,1,0,0,0,0,1
9636,0,1,0,0,0,1
9637,0,0,0,0,1,1
9638,1,0,0,0,0,1
9639,0,0,0,0,1,1
9640,0,0,1,0,0,1
9641,0,1,0,0,0,1
9642,1,0,0,0,0,1
9643,1,0,0,0,0,1
9644,0,1,0,0,0,1
9645,1,0,0,0,0,1
9646,0,0,1,0,0,1
9647,1,0,0,0,0,1
9648,1,0,0,0,0,1
9649,0,1,0,0,0,1
9650,0,0,0,0,1,1
9651,0,1,0,0,0,1
9652,0,1,0,0,0,1
9653,0,1,0,0,0,1
9654,0,1,0,0,0,1
9655,0,0,1,0,0,1
9656,0,1,0,0,0,1
9657,0,0,1,0,0,1
9658,0,0,0,0,1,1
9659,0,0,0,0,1,1
9660,0,0,0,0,1,1
9661,1,0,0,0,0,1
9662,1,0,0,0,0,1
9663,0,0,0,0,1,1
9664,1,0,0,0,0,1
9665,0,1,0,0,0,1
9666,0,1,0,0,0,1
9667,0,1,0,0,0,1
9668,0,1,0,0,0,1
9669,0,1,0,0,0,1
9670,0,1,0,0,0,1
9671,0,1,0,0,0,1
9672,0,0,0,0,1,1
9673,0,1,0,0,0,1
9674,1,0,0,0,0,1
9675,0,0,0,0,1,1
9676,0,0,0,0,1,1
9677,1,0,0,0,0,1
9678,0,0,0,0,1,1
9679,0,0,0,0,1,1
9680,0,0,0,1,0,1
9681,0,0,0,1,0,1
9682,0,0,0,1,0,1
9683,0,0,0,1,0,1
9684,0,0,0,1,0,1
9685,0,1,0,0,0,1
9686,0,1,0,0,0,1
9687,0,0,1,0,0,1
9688,0,1,0,0,0,1
9689,0,0,0,0,1,1
9690,1,0,0,0,0,1
9691,1,0,0,0,0,1
9692,1,0,0,0,0,1
9693,1,0,0,0,0,1
9694,1,0,0,0,0,1
9695,0,1,0,0,0,1
9696,1,0,0,0,0,1
9697,1,0,0,0,0,1
9698,0,1,0,0,0,1
9699,1,0,0,0,0,1
9700,0,1,0,0,0,1
9701,1,0,0,0,0,1
9702,1,0,0,0,0,1
9703,1,0,0,0,0,1
9704,1,0,0,0,0,1
9705,0,0,1,0,0,1
9706,1,0,0,0,0,1
9707,1,0,0,0,0,1
9708,0,1,0,0,0,1
9709,0,1,0,0,0,1
9710,0,1,0,0,0,1
9711,1,0,0,0,0,1
9712,0,1,0,0,0,1
9713,0,0,1,0,0,1
9714,1,0,0,0,0,1
9715,0,0,0,1,0,1
9716,0,1,0,0,0,1
9717,0,1,0,0,0,1
9718,0,1,0,0,0,1
9719,0,1,0,0,0,1
9720,0,1,0,0,0,1
9721,0,1,0,0,0,1
9722,1,0,0,0,0,1
9723,0,1,0,0,0,1
9724,1,0,0,0,0,1
9725,0,1,0,0,0,1
9726,1,0,0,0,0,1
9727,0,1,0,0,0,1
9728,1,0,0,0,0,1
9729,0,1,0,0,0,1
9730,0,1,0,0,0,1
9731,0,0,0,0,1,1
9732,1,0,0,0,0,1
9733,1,0,0,0,0,1
9734,0,0,0,0,1,1
9735,1,0,0,0,0,1
9736,1,0,0,0,0,1
9737,0,0,1,0,0,1
9738,1,0,0,0,0,1
9739,0,0,0,0,1,1
9740,0,0,1,0,0,1
9741,1,0,0,0,0,1
9742,1,0,0,0,0,1
9743,0,1,0,0,0,1
9744,1,0,0,0,0,1
9745,0,1,0,0,0,1
9746,0,1,0,0,0,1
9747,0,1,0,0,0,1
9748,1,0,0,0,0,1
9749,0,1,0,0,0,1
9750,0,1,0,0,0,1
9751,0,1,0,0,0,1
9752,1,0,0,0,0,1
9753,1,0,0,0,0,1
9754,0,1,0,0,0,1
9755,0,1,0,0,0,1
9756,0,1,0,0,0,1
9757,1,0,0,0,0,1
9758,0,1,0,0,0,1
9759,0,1,0,0,0,1
9760,0,1,0,0,0,1
9761,0,1,0,0,0,1
9762,0,1,0,0,0,1
9763,0,1,0,0,0,1
9764,0,1,0,0,0,1
9765,0,1,0,0,0,1
9766,1,0,0,0,0,1
9767,0,1,0,0,0,1
9768,0,1,0,0,0,1
9769,1,0,0,0,0,1
9770,1,0,0,0,0,1
9771,1,0,0,0,0,1
9772,1,0,0,0,0,1
9773,1,0,0,0,0,1
9774,0,1,0,0,0,1
9775,0,1,0,0,0,1
9776,1,0,0,0,0,1
9777,1,0,0,0,0,1
9778,1,0,0,0,0,1
9779,1,0,0,0,0,1
9780,1,0,0,0,0,1
9781,0,1,0,0,0,1
9782,0,1,0,0,0,1
9783,1,0,0,0,0,1
9784,1,0,0,0,0,1
9785,0,0,0,0,1,1
9786,0,1,0,0,0,1
9787,1,0,0,0,0,1
9788,1,0,0,0,0,1
9789,1,0,0,0,0,1
9790,0,1,0,0,0,1
9791,0,1,0,0,0,1
9792,0,0,1,0,0,1
9793,1,0,0,0,0,1
9794,1,0,0,0,0,1
9795,0,1,0,0,0,1
9796,0,0,1,0,0,1
9797,1,0,0,0,0,1
9798,1,0,0,0,0,1
9799,0,1,0,0,0,1
9800,0,1,0,0,0,1
9801,1,0,0,0,0,1
9802,1,0,0,0,0,1
9803,0,0,0,0,1,1
9804,0,1,0,0,0,1
9805,0,1,0,0,0,1
9806,1,0,0,0,0,1
9807,0,1,0,0,0,1
9808,0,1,0,0,0,1
9809,0,0,1,0,0,1
9810,0,1,0,0,0,1
9811,0,1,0,0,0,1
9812,0,1,0,0,0,1
9813,0,1,0,0,0,1
9814,1,0,0,0,0,1
9815,1,0,0,0,0,1
9816,1,0,0,0,0,1
9817,0,1,0,0,0,1
9818,0,1,0,0,0,1
9819,0,0,0,0,1,1
9820,0,0,0,0,1,1
9821,0,1,0,0,0,1
9822,0,1,0,0,0,1
