MMETSP_ID,JGI_ID
A0A6S8B907,140543
A0A1J0I0C1,140546
A0A6S7ZRR3,140548
A0A6S8A9I5,140559
A0A6S8BVC9,140561
A0A6S8BRQ3,140573
A0A6S7ZLH2,140578
A0A6S8EHW7,140579
A0A6S8A724,140597
A0A6S8B716,140607
A0A6S8BCC5,140610
A0A6S8AA98,140612
A0A6S8E442,140619
A0A6S8C300,140633
A0A6S8D0A4,140639
A0A6S8CLC9,140642
A0A6S8E7X5,140668
A0A6S8F620,140680
A0A6S8GK77,140683
A0A6S8EXH8,140684
A0A6S8BUF9,140690
A0A6S8AZW6,140700
A0A6S8CX75,140703
A0A6S8EN41,140729
A0A6S8D0T9,140742
A0A6S8C866,140744
A0A6S8ANG0,140748
A0A6S8CYF1,140749
A0A6S8CW16,140755
A0A6S8ABF6,140756
A0A6S8DLY2,140760
A0A6S8AC83,140763
A0A6S8ENL7,140770
A0A6S8B6U3,140772
A0A6S8E988,140798
A0A6S8E965,140799
A0A6S8EFU1,140800
A0A6S8EG84,140801
A0A6S8DYZ0,140804
A0A6S8A926,140813
A0A6S7ZTM4,140820
A0A6S8CMC9,140822
A0A6S8CST7,140822
A0A6S8F1V4,140829
A0A6S8CJS2,140831
A0A6S7ZNE2,140845
A0A6S8G6C0,140851
A0A6S8DIB2,140862
A0A6S8BB91,140866
A0A6S8CKZ5,140882
A0A6S8CQ02,140885
A0A6S8G9Z3,140887
A0A6S8A4S2,140893
A0A6S8CHH1,140902
A0A6S8DCF2,140903
A0A6S8AQB1,140905
A0A6S8AUE6,140906
A0A6S8G3S7,140913
A0A6S8AGJ3,140927
A0A6S8AZ86,140942
A0A6S8G1R0,140942
A0A6S8A7S4,140947
A0A6S8CNM2,140957
A0A6S8FZ62,140959
A0A6S8BGS3,140960
A0A6S8G4J6,140963
A0A6S8EZV4,140965
A0A6S7ZVB3,140971
A0A6S8FNB6,140988
A0A6S7ZPJ3,140992
A0A6S8CZS8,140994
A0A6S8ACH8,140998
A0A6S8B7J8,141004
A0A6S7ZGB1,141027
A0A6S8FWZ0,141029
A0A6S8A9L9,141030
A0A6S8EJ49,141048
A0A6S8A3L2,141052
A0A6S8BMX4,141057
A0A6S8BBA4,141059
A0A6S8DK88,141067
A0A6S8F9V2,141082
A0A6S8DY53,141086
A0A6S8EE28,141109
A0A6S8BLA6,141112
A0A6S8A9Q4,141113
A0A6S8G4L2,141115
A0A6S8EYU0,141116
A0A6S8EPB0,141122
A0A6S8EQN1,141123
A0A6S8BG72,141124
A0A6S8EYC1,141127
A0A6S8FK74,141129
A0A6S8AKG2,141131
A0A6S8AMT1,141133
A0A6S7ZI02,141137
A0A6S7ZS06,141148
A0A6S8EKQ9,141152
A0A6S8BDI8,141156
A0A6S8F8K1,141165
A0A6S8FBY3,141176
A0A6S8A4A7,141182
A0A6S8BJN4,141184
A0A6S8DH39,141187
A0A6S8AHN4,141222
A0A6S8DX42,141237
A0A6S8EFV4,141261
A0A6S8B938,141287
A0A6S8CA55,141295
A0A6S8A514,141311
A0A6S8E660,141314
A0A6S8EKQ8,141317
A0A6S8DJT1,141319
A0A6S8DQ19,141322
A0A6S8EA30,141324
A0A6S8BEU1,141332
A0A6S8AU55,141352
A0A6S8FD17,141353
A0A6S8D416,141368
A0A6S8B241,141377
A0A6S8EVF9,141385
A0A6S8B6A5,141408
A0A6S8GBI0,141416
A0A6S8FE12,141420
A0A6S8FSF5,141420
A0A6S8G4U0,141423
A0A6S7ZUC3,141433
A0A6S8E947,141441
A0A6S8A235,141442
A0A6S8BFZ5,141442
A0A6S8C0T1,141448
A0A6S8FCD4,141460
A0A6S8F6M1,141461
A0A1J0I0D7,141473
A0A6S8BXK0,141478
A0A6S8ALY7,141479
A0A6S8ANV6,141485
A0A6S8AWU6,141487
A0A6S8CVU7,141497
A0A6S8BRW8,141501
A0A6S8A785,141519
A0A6S7ZQX9,141536
A0A6S8C7X5,141543
A0A6S8ARU2,141546
A0A6S8EN84,141547
A0A6S8C170,141563
A0A6S8ACH3,141565
A0A6S8G4R3,141598
A0A6S8CDW5,141604
A0A6S8CXJ0,141616
A0A6S8CXJ7,141618
A0A6S8EZD6,141622
A0A6S8FTU6,141627
A0A6S8FJB2,141650
A0A6S8B8W6,141651
A0A6S8AWC0,141652
A0A6S8DXL5,141670
A0A6S8EXY6,141672
A0A6S8F057,141672
A0A6S8F760,141683
A0A6S8CLV1,141703
A0A6S7ZMC6,141707
A0A6S8G6L5,141713
A0A6S8A4V0,141715
A0A6S8CYQ6,141726
A0A6S8F9W1,141755
A0A6S8B9K9,141761
A0A6S8A1B1,141763
A0A6S8DLE8,141771
A0A6S8DZT5,141780
A0A6S8AFC3,141794
A0A6S8FCL6,141796
A0A6S8A981,141801
A0A6S8B840,141821
A0A6S8BCZ9,141829
A0A6S8GJ87,141832
A0A6S8DNJ7,141833
A0A6S8DNY9,141833
A0A6S8DPI3,141833
A0A6S8C121,141834
A0A6S8B6L2,141836
A0A6S8AEW7,141854
A0A6S8A5V5,141865
A0A6S8CII0,141876
A0A6S8GHE4,141876
A0A6S8BPG9,141892
A0A6S8A063,141900
A0A6S8BY35,141904
A0A6S7ZX45,141905
A0A6S8BHE8,141932
A0A6S8BI90,141937
A0A6S8FDA9,141943
A0A6S8FU85,141948
A0A6S8AF18,141950
A0A6S8CDH7,141952
A0A6S8G2W6,141961
A0A6S8AKD5,141976
A0A6S8EUL3,141989
A0A6S8D6F2,142000
A0A6S8FDW9,142007
A0A6S8FGV8,142007
A0A6S8CV73,142010
A0A6S8DUA1,142028
A0A6S7ZTB1,142031
A0A6S7ZXP4,142033
A0A6S7ZNI6,142049
A0A6S8EXG2,142059
A0A6S8BGH9,142060
A0A6S8BJU9,142066
A0A6S8AWI0,142077
A0A6S8B2K5,142094
A0A6S8FTA9,142103
A0A6S8AHJ8,142105
A0A6S8AMP5,142114
A0A6S8G6U0,142116
A0A6S8GBZ1,142119
A0A6S7ZV54,142120
A0A6S8BSU8,142139
A0A6S8AJB7,142156
A0A6S8BTV9,142157
A0A6S8CPU0,142158
A0A6S8EUX5,142161
A0A6S8AT13,142162
A0A6S8FAU9,142191
A0A6S8AXK3,142194
A0A6S8EB57,142195
A0A6S7ZMZ6,142198
A0A6S8CD83,142202
A0A6S8G412,142206
A0A6S8BWM4,142209
A0A6S8E157,142209
A0A6S8DVM9,142223
A0A6S8E625,142227
A0A6S8BWR3,142235
A0A6S8F3P4,142238
A0A6S8EN36,142249
A0A6S8B5S0,142267
A0A6S8BI63,142269
A0A6S7ZT07,142287
A0A6S8AVA6,142288
A0A6S8E7Q1,142291
A0A6S8AE89,142314
A0A6S7ZJM6,142337
A0A6S8B336,142355
A0A6S8E6F5,142362
A0A6S8BE89,142380
A0A6S8AHD8,142382
A0A6S8BQG1,142387
A0A6S8F451,142393
A0A6S7ZWH1,142396
A0A6S8E139,142405
A0A6S8AZ30,142411
A0A6S8FSW4,142419
A0A6S8GDE0,142419
A0A6S8BFI1,142428
A0A6S8EU80,142430
A0A6S8BK93,142437
A0A6S8BLZ9,142440
A0A6S7ZTF3,142442
A0A6S8B9U6,142443
A0A6S7ZKJ0,142446
A0A6S8ATD3,142458
A0A6S8EM92,142464
A0A6S8E2R8,142468
A0A6S8ANT0,142470
A0A6S8AXA3,142488
A0A6S8FA95,142490
A0A6S8G9F1,142495
A0A6S8G482,142500
A0A6S8DKR0,142511
A0A6S7ZNV7,142515
A0A6S8E1X3,142543
A0A6S8F7N2,142544
A0A6S7ZWU3,142557
A0A6S8AL33,142565
A0A6S8F5N4,142566
A0A6S8BQN1,142570
A0A6S8B780,142578
A0A6S8F527,142583
A0A6S8FY56,142584
A0A6S8G188,142584
A0A6S8GD25,142584
A0A6S8B145,142593
A0A6S7ZUJ0,142598
A0A6S8CCC3,142604
A0A6S8AGX3,142613
A0A6S8F2V6,142621
A0A6S7ZE47,142623
A0A6S8CF70,142626
A0A6S8C3S6,142632
A0A6S8E365,142634
A0A6S8BW83,142635
A0A6S8BM95,142637
A0A6S8A7Z6,142639
A0A6S8F1S2,142640
A0A6S8AVU2,142664
A0A6S8AAI9,142681
A0A6S8GBP0,142686
A0A6S8BUU7,142690
A0A6S7ZPT8,142693
A0A6S8GS03,142698
A0A6S8B3B5,142704
A0A6S8BB74,142712
A0A6S8BZX4,142722
A0A6S8D6Z3,142732
A0A6S8FAT5,142745
A0A6S8FVW5,142746
A0A6S8AC51,142747
A0A6S8A4L3,142749
A0A6S8ESI5,142750
A0A6S8F6K8,142752
A0A6S8ALL8,142759
A0A6S8E7P9,142768
A0A6S8GCD1,142771
A0A6S8G7Q9,142772
A0A6S8DIH6,142773
A0A6S8CR03,142777
A0A6S8D748,142779
A0A6S8D332,142792
A0A6S8FGH5,142802
A0A6S8BGX2,142806
A0A6S7ZTU3,142810
A0A6S8CBA0,142818
A0A6S8FR62,142827
A0A6S8ANS4,142831
A0A6S8GJB3,142834
A0A6S8DZF4,142841
A0A6S8AML2,142844
A0A6S8C6U1,142851
A0A6S8C6V2,142851
A0A6S8FBU3,142863
A0A6S8EWD2,142871
A0A6S7ZWU2,142877
A0A6S8A2W1,142887
A0A6S8EZ34,142895
A0A6S8DFG1,142911
A0A6S8ATM5,142917
A0A6S7ZH42,142919
A0A6S8BEY3,142921
A0A6S8AFV8,142932
A0A6S8GAD3,142988
A0A6S7ZQJ4,143001
A0A6S8EQ44,143007
A0A6S8EQZ0,143033
A0A6S7ZH69,143049
A0A6S7ZUY1,143050
A0A6S8AK76,143053
A0A6S8CYU3,143059
A0A6S8A1J5,143066
A0A6S8G736,143089
A0A6S8GPB0,143109
A0A6S8D4H0,143275
A0A6S8FWN8,143366
A0A6S8FYB2,143470
A0A6S8CZB5,143491
A0A6S8G4T2,143504
A0A6S8DQI3,143689
A0A6S8EB69,143704
A0A6S8EA11,143762
A0A6S8AN41,143766
A0A6S8A7I3,143818
A0A6S7ZSI1,143822
A0A6S8DQE4,143868
A0A6S8BIK9,143978
A0A6S8FBK9,144492
A0A6S8D4A8,144524
A0A6S8CA75,144659
A0A6S8G8A7,144780
A0A6S8E2L5,145007
A0A6S8A0C4,145016
A0A6S8CPP7,145042
A0A6S8E9K9,145061
A0A6S8B4C6,145170
A0A6S7ZJ44,145412
A0A6S8DW52,145675
A0A6S8AJQ6,145807
A0A6S8C301,145904
A0A6S7ZWG4,146030
A0A6S8CSP2,146268
A0A6S8DRH6,146288
A0A6S8F2R5,146303
A0A6S8F667,146303
A0A6S8D8D6,146434
A0A6S8DFD5,146471
A0A6S8BQE5,146576
A0A6S8BUB2,147066
A0A6S7ZQH8,147683
A0A6S8B110,147725
A0A6S8CK87,147947
A0A6S7ZGT4,147969
A0A6S8G4M6,148017
A0A6S8EUR2,148186
A0A6S8F133,148186
A0A6S8AVH1,148352
A0A6S8EMT7,148358
A0A6S8DDM5,148408
A0A6S8G5Y6,148640
A0A6S8D3U0,1490
A0A6S8E961,149081
A0A6S8EBU5,149081
A0A6S8C3V9,149380
A0A6S8C691,149380
A0A6S8DFN4,149581
A0A6S8FFW0,149853
A0A6S8D9T1,150132
A0A6S7ZWD4,150507
A0A6S8C011,150578
A0A6S8AQ41,150601
A0A6S8ETF6,150630
A0A6S8C8E6,150745
A0A6S8AN42,150818
A0A6S8FW70,150998
A0A6S8GUK4,151023
A0A6S8CYF9,151034
A0A6S8BNL8,151067
A0A6S8AMW5,151155
A0A6S8BPQ4,151155
A0A6S8DKN1,151245
A0A6S8DKR7,151245
A0A6S8FD21,151276
A0A6S8DMN7,151664
A0A6S8FMY4,1517
A0A6S8AXC2,1598
A0A6S8F2A2,1651
A0A6S8D2W9,169
A0A6S8EVW1,1714
A0A6S8EVU9,1846
A0A6S8EWL5,1846
A0A6S8BWE5,1874
A0A6S8BE33,193
A0A6S8DH35,2082
A0A6S8FX90,2088
A0A6S8ERR5,2136
A0A6S8B752,2193
A0A6S8F9R9,2349
A0A6S8A7E6,243
A0A6S8CZ44,2507
A0A6S8AE88,2567
A0A6S8ALB0,2597
A0A6S8AUN5,2614
A0A6S8FE42,265
A0A6S8EVQ8,269
A0A6S8G5T6,2795
A0A6S8F750,2807
A0A6S8FW13,2807
A0A6S7ZF11,28382
A0A6S8DEA2,28528
A0A6S8A4S7,28564
A0A6S8EV26,28573
A0A6S8E640,28829
A0A6S8AKR8,2883
A0A6S8FPD6,28915
A0A6S8FW54,28945
A0A6S8FFI8,29083
A0A6S8FU98,29125
A0A6S8EYS6,29301
A0A6S8GB62,29416
A0A6S8FYG3,29440
A0A6S8FCR7,29461
A0A6S8AXF1,29593
A0A6S8GID3,29739
A0A6S8DHM6,29765
A0A6S8G485,29872
A0A6S8DH52,29930
A0A6S8F8L1,30107
A0A6S8EYG2,30212
A0A6S8E351,3025
A0A6S8E6A1,3025
A0A6S8BWU8,30401
A0A6S8D2V3,30406
A0A6S8AWG6,30439
A0A6S8F4E9,3046
A0A6S8DZY7,30613
A0A6S8CAU7,30807
A0A6S8G2S6,30816
A0A6S8A0I2,30858
A0A6S8EVH3,30894
A0A6S8A1N3,3101
A0A6S8FML1,31050
A0A6S8CDR9,3111
A0A6S8AXQ4,31155
A0A6S8BT37,31202
A0A6S8F534,31222
A0A6S8G303,3132
A0A6S8BDX2,31415
A0A6S8AG83,3147
A0A6S8FQA0,31635
A0A6S8EZA0,31651
A0A6S7ZT85,31817
A0A6S8AFX8,31865
A0A6S8CF23,31900
A0A6S8F745,3199
A0A6S7ZVQ7,3202
A0A6S8EYU3,32030
A0A6S8EVW3,3204
A0A6S8FH49,32061
A0A6S8BQM9,32117
A0A6S8BSD7,32122
A0A6S8AJJ5,32171
A0A6S8EIG2,32211
A0A6S8E7U0,32283
A0A6S8BZW6,32308
A0A6S8CIZ4,32308
A0A6S8CTA7,32382
A0A6S8ABS6,32410
A0A6S8CWQ5,32480
A0A6S8G167,32526
A0A6S8FUB4,32531
A0A6S8EZI7,32564
A0A6S8CJ71,32622
A0A6S8DV72,32751
A0A6S8F2Y6,32789
A0A6S7ZI91,32804
A0A6S8G5K3,32812
A0A6S8B5G9,32818
A0A6S8AFA1,32851
A0A6S8DU71,33135
A0A6S8E7K6,3317
A0A6S8FJX2,33170
A0A6S8D2X3,33319
A0A6S8ALR1,33321
A0A6S8BY22,33432
A0A6S8BDW4,33564
A0A6S8E8T9,33631
A0A6S8ALP5,33645
A0A6S8EGW4,33812
A0A6S8AGE6,33850
A0A6S8A9A3,33998
A0A6S8EJZ3,34142
A0A6S8B468,34306
A0A6S8C3Z6,34362
A0A6S8CNR6,34444
A0A6S8C6U3,34480
A0A6S8DV16,34497
A0A6S8G7V3,34506
A0A6S8DPA8,34581
A0A6S8F891,34645
A0A6S8DVY6,34709
A0A6S8AKK5,3471
A0A6S8E9J7,34735
A0A6S8EYY8,34765
A0A6S8FEU2,34773
A0A6S8FFA2,34895
A0A6S8BF91,35030
A0A6S8FJ08,35059
A0A6S8BR39,35068
A0A6S8F249,35090
A0A6S8E1H8,35143
A0A6S8CEQ9,352
A0A6S8BD00,3521
A0A6S8AMK1,35248
A0A6S8FAF0,35310
A0A6S8BB85,35337
A0A6S8G8K4,35471
A0A6S8EMW0,3556
A0A6S8ADF6,35627
A0A6S8D4Y1,35824
A0A6S8G8R3,35858
A0A6S8BY64,35868
A0A6S8EHY8,35921
A0A6S8AKV4,35957
A0A6S8F5Y9,36030
A0A6S8A5F0,36111
A0A6S8A9F9,36118
A0A6S8BJW3,36242
A0A6S8BQJ5,36332
A0A6S8BBS1,36347
A0A6S8F6Z8,36519
A0A6S7ZNJ0,36523
A0A6S8CA29,36540
A0A6S8B3X8,36581
A0A6S8BYG3,36581
A0A6S8DAW0,36581
A0A6S8F0N6,36586
A0A6S8BAB8,36602
A0A6S8A399,36629
A0A6S8D6H6,36682
A0A6S8EMJ2,36758
A0A6S8F9Z7,36764
A0A3S9VMC7,36775
A0A6S8C500,36857
A0A6S8FRN5,36976
A0A6S8D0G1,37015
A0A6S8AXI4,37034
A0A6S7ZTK3,37079
A0A6S8G4C7,37145
A0A6S8DIZ4,37154
A0A6S8AIY0,37637
A0A6S8A6F9,37642
A0A6S8EAV3,37656
A0A6S8B269,37700
A0A6S7ZG13,37788
A0A6S8DW71,38006
A0A6S8EFB8,38212
A0A6S8CRL4,3822
A0A6S8AYS9,38229
A0A6S7ZKK5,38293
A0A6S8CEG2,38391
A0A6S7ZJY1,38410
A0A6S8C3H0,38460
A0A6S8AE07,38495
A0A6S7ZVA9,38524
A0A6S7ZS78,3875
A0A6S8F267,38770
A0A6S8EE10,3884
A0A6S8E7N5,3890
A0A6S8AH60,38931
A0A6S8ES20,39130
A0A6S8EGP1,39134
A0A6S8F3G7,39134
A0A6S8BR67,39153
A0A6S7ZFB1,39339
A0A6S8ADJ1,39355
A0A6S8G5Z6,3936
A0A6S8ADU0,39398
A0A6S8AAT9,3947
A0A6S8A085,39605
A0A6S8B7M9,39610
A0A6S8E7T9,39753
A0A6S8AFQ0,39771
A0A6S7ZXL4,39828
A0A6S8FL38,3985
A0A6S8E0N4,39989
A0A6S8C2A2,40033
A0A6S8AMS6,40044
A0A6S8BF63,40066
A0A6S8EVK6,40071
A0A6S8D6Z5,40076
A0A6S8BZH7,40131
A0A6S8AN16,4023
A0A6S7ZN11,40250
A0A6S8CFE1,40261
A0A6S8B2B7,40269
A0A6S8AKL1,40304
A0A6S8CJE4,40309
A0A6S8ELL9,40425
A0A6S7ZLT8,40544
A0A6S8F556,40598
A0A6S8BG78,40630
A0A6S8BS46,40682
A0A6S8E8J5,40691
A0A6S8CBE5,40905
A0A6S8BVH7,40955
A0A6S8FE54,41229
A0A6S8BC02,41357
A0A6S8DC68,41407
A0A6S8F145,41474
A0A6S8CTC8,41582
A0A6S8B1L1,41586
A0A6S8F7B8,41591
A0A6S8G662,41602
A0A6S8AJA8,41608
A0A6S8DB86,41622
A0A6S8BLA0,41625
A0A6S7ZN73,41630
A0A6S8E181,41637
A0A6S8AAA5,41645
A0A6S8AIQ1,41654
A0A6S8C3D7,41657
A0A6S8EUA9,41688
A0A6S8FV94,41691
A0A6S8F710,41710
A0A6S8B8L7,41722
A0A6S8F196,41730
A0A6S7ZY07,41753
A0A6S8F548,41756
A0A6S8BD73,41768
A0A6S8EP80,41791
A0A6S8ENZ9,41799
A0A6S8AY07,41800
A0A6S8EFV6,41801
A0A6S8EI50,41827
A0A6S8EGD5,41829
A0A6S8BA34,41837
A0A6S8G790,41840
A0A6S8ACL8,41869
A0A6S8FHM5,41874
A0A6S8AC02,41887
A0A6S8BSM0,41896
A0A6S7ZVU6,41900
A0A6S7ZG11,41903
A0A6S8A6U3,41917
A0A6S8A0B8,41924
A0A6S8AEY9,41925
A0A6S8G077,41930
A0A6S8A4M1,41946
A0A6S8EJ39,41952
A0A6S8E2M9,41963
A0A6S8CG73,41966
A0A6S8AGU9,41968
A0A6S8DUL1,41976
A0A6S8BLV0,41980
A0A6S8DXU1,41982
A0A6S8ETE7,41983
A0A6S8BXF3,41994
A0A6S8AHY4,41997
A0A6S8FQA8,42007
A0A6S8A4E1,42009
A0A6S8DT26,42019
A0A6S8DI96,42032
A0A6S8E7N2,42049
A0A6S8AX53,42054
A0A6S8DQF7,42058
A0A6S8EFT1,42066
A0A6S8B3G1,42083
A0A6S7ZUM2,42092
A0A6S8EHV2,42098
A0A6S7ZJ79,42107
A0A6S8AN26,4212
A0A6S8F741,42120
A0A6S7ZV10,42124
A0A6S8EMX8,42128
A0A6S8BLM9,42133
A0A6S8BL53,42134
A0A6S8BXM8,42135
A0A6S8FQU8,42141
A0A6S8DS66,42142
A0A6S8D6D1,42143
A0A6S8FR90,42158
A0A6S8F088,42170
A0A6S8C4S7,42182
A0A6S8A8A9,42185
A0A6S8B2S9,42193
A0A6S8CCT2,42195
A0A6S8CJB1,42195
A0A6S8ER77,42207
A0A6S8CGS8,42238
A0A6S8DKQ8,42243
A0A6S8ANB0,42250
A0A6S8CE19,42273
A0A6S8AGQ3,42275
A0A6S8FQE9,42278
A0A6S8AAG3,42290
A0A6S7ZL04,42324
A0A6S8BD26,42328
A0A6S8G9D1,42343
A0A6S8AQ86,42345
A0A6S8AQ37,42349
A0A6S8F802,42366
A0A6S8AB69,42377
A0A6S8CFJ1,42384
A0A6S8E8E2,42391
A0A6S8C733,42396
A0A6S8FPG2,42396
A0A6S8DEB3,42410
A0A6S8CCX6,42411
A0A6S8BEV5,42412
A0A6S8BML9,42413
A0A6S8CQC6,42417
A0A6S8EBU4,42421
A0A6S8FNV4,42422
A0A6S8DAA3,42432
A0A6S8ANW9,42435
A0A6S8B7K3,42438
A0A6S8FP91,42439
A0A6S8CGR3,42455
A0A6S8FIG0,42460
A0A6S8ALE8,42461
A0A6S7ZU96,42475
A0A6S8FV23,42488
A0A6S8CJH1,42497
A0A6S8CYZ0,42499
A0A6S8BM92,42501
A0A6S8E0I8,42502
A0A6S7ZF41,42509
A0A6S8BL10,42510
A0A6S8EZE4,42511
A0A6S8DQX0,42521
A0A6S7ZNL9,42525
A0A6S8AKT0,42531
A0A6S8DJK5,42533
A0A6S8FZZ9,4254
A0A6S8FNP5,42546
A0A6S8G7M7,42549
A0A6S8EJJ5,42582
A0A6S8AG75,42583
A0A6S8CW83,42584
A0A6S8D6X8,42589
A0A6S8C7W8,42610
A0A6S8CJM7,42615
A0A6S8FIT4,42622
A0A6S8EW81,42624
A0A6S8CIM2,42652
A0A6S8B0B5,42655
A0A6S8BNT2,42671
A0A6S8BP64,42695
A0A6S8BA27,42704
A0A6S8CXX7,42712
A0A6S8EZK3,42723
A0A6S8EAY4,42728
A0A6S8AF68,42729
A0A6S8AZJ8,42731
A0A6S8AGK8,42736
A0A6S8AGI2,42758
A0A6S8ESI9,42759
A0A6S8AH66,42764
A0A6S8F8L0,42771
A0A6S8A1P1,42774
A0A6S8C3N2,42810
A0A6S8B652,42824
A0A6S7ZRS1,42828
A0A6S8G1P7,42846
A0A6S8FAL3,42854
A0A6S8C6S9,42857
A0A6S8G300,42866
A0A6S8A3H4,42867
A0A6S8BHT3,42877
A0A6S8CU85,42885
A0A6S8EVI5,42891
A0A6S8D207,42894
A0A6S8AV92,42896
A0A6S8AQI4,42910
A0A6S8EJE1,42915
A0A6S7ZKY8,42920
A0A6S8E3X7,42929
A0A6S8B0Z3,42941
A0A6S8B2W4,42950
A0A6S8FKQ9,42973
A0A6S8FTM7,42973
A0A6S8GTD3,42974
A0A6S8CCL6,42994
A0A6S8F487,43000
A0A6S7ZYS9,43011
A0A6S8CF93,43020
A0A6S8A573,43021
A0A6S8EFQ3,43032
A0A6S8AW87,43039
A0A6S8BQN3,43049
A0A6S8C703,43072
A0A6S8AQ05,43084
A0A6S8CUW0,43094
A0A6S8EAH0,43100
A0A6S8ENA3,43108
A0A6S8FTY9,43109
A0A6S8AVV6,43122
A0A6S7ZR76,43124
A0A6S8G2V0,43130
A0A1J0I0B7,43132
A0A6S8CTK2,43167
A0A6S8AGC8,43171
A0A6S8BPL1,43211
A0A6S7ZK62,43216
A0A6S7ZT99,43242
A0A6S8D244,43247
A0A6S8AN11,43258
A0A6S8AIS3,43262
A0A6S7ZQM8,43266
A0A6S7ZVR8,43269
A0A6S8EXP9,43278
A0A6S8GAW9,43279
A0A6S8BN41,43283
A0A6S8DIL2,43290
A0A6S8A3D2,43294
A0A6S8DUP1,43296
A0A6S8BI39,43300
A0A6S8BP67,43356
A0A6S8GH36,43360
A0A6S8C1U6,43369
A0A6S8AHQ2,4337
A0A6S8BC10,43379
A0A6S8FN05,43388
A0A6S8E325,43400
A0A6S8F9T1,43401
A0A6S8A097,43402
A0A6S8FHF4,43417
A0A6S8DGT6,43418
A0A6S8F3R0,43422
A0A6S8C7Q0,43436
A0A6S8G5T7,43451
A0A6S8A135,43456
A0A6S7ZPH8,43461
A0A6S8F8I3,43476
A0A6S8ASL3,43487
A0A6S7ZMN3,43520
A0A6S8EEG4,43535
A0A6S8AEU7,43547
A0A6S8ABM7,43565
A0A6S8EVP2,43566
A0A6S8EV70,43568
A0A6S8G836,43580
A0A6S8EPY4,43584
A0A6S7ZW96,43598
A0A6S8B9F5,43604
A0A6S8BRX8,43607
A0A6S8EYM8,43614
A0A6S8BHU9,43631
A0A6S8EH83,43636
A0A6S8GCD7,43647
A0A6S8G5W4,43650
A0A6S8FX71,43661
A0A6S8CJ31,43668
A0A6S8CSU4,43682
A0A6S8APH7,43700
A0A6S8AZS8,43709
A0A6S8ARF2,43711
A0A6S8ENU0,43717
A0A6S8B3N7,43746
A0A6S8CA18,43771
A0A6S7ZX17,43775
A0A6S8AS41,43789
A0A6S8AFI1,43791
A0A6S7ZVF3,43796
A0A6S8A493,43799
A0A6S8AHK4,43807
A0A6S8ATA7,43808
A0A6S8D6E4,43817
A0A6S8A0M0,43818
A0A6S8F4V1,43822
A0A6S8BT91,43836
A0A6S8EHT1,43841
A0A6S8G7V5,43850
A0A6S8AAW2,43854
A0A6S8ACW2,43860
A0A6S8E9S6,43862
A0A6S8B4X6,43871
A0A6S8AX26,43879
A0A6S7ZZI1,43893
A0A6S8DMK8,43897
A0A6S8ENF0,43907
A0A6S8CHX1,43908
A0A6S8BNE4,43911
A0A6S8CYS1,43912
A0A6S8BSE6,43918
A0A6S8FCY6,4393
A0A6S8AT90,43935
A0A6S8G6L1,43936
A0A6S7ZLB8,43938
A0A6S8DAX6,43941
A0A6S8F325,43942
A0A6S8APD8,43944
A0A6S8BRE5,43961
A0A6S8F246,43973
A0A6S7ZZJ3,43976
A0A6S8G389,43979
A0A6S8FMF4,43980
A0A6S8D0N9,43993
A0A6S8B5H2,43994
A0A6S8AQ30,43997
A0A6S8ACE0,44025
A0A6S8FB78,44028
A0A6S8ALK2,44029
A0A6S8E8A6,44030
A0A6S8DQ11,44039
A0A6S8BM67,44040
A0A6S8FN21,44041
A0A6S8EBD6,44064
A0A6S8ALK8,44079
A0A6S8DZ74,44080
A0A6S8BLI0,4409
A0A6S8G4I4,44116
A0A6S7ZVA6,44124
A0A6S8B545,44127
A0A6S7ZIT5,44140
A0A6S8FL70,44141
A0A6S8BCU0,44144
A0A6S8EPR3,44177
A0A6S8EGD3,44178
A0A6S8EM20,44198
A0A6S8ETY0,442
A0A6S8A588,44203
A0A6S8BZW1,44216
A0A6S8GB92,44218
A0A6S8DAY0,44226
A0A6S8FYV8,44229
A0A6S7ZZ15,44237
A0A6S8CAN9,44245
A0A6S8AF28,44258
A0A6S8D2W5,44270
A0A6S8EJ20,44272
A0A6S8A1Z6,44285
A0A6S8B4W9,44289
A0A6S8E8F8,44292
A0A6S8B3I8,44301
A0A6S8AB04,44303
A0A6S8ABF8,44310
A0A6S8F600,44314
A0A6S8B0E9,44317
A0A6S8B602,44322
A0A6S8A6Q5,44336
A0A6S7ZQ90,44339
A0A6S8DR89,44342
A0A6S8AWA0,44373
A0A6S7ZYT2,44374
A0A6S8F5W7,44381
A0A6S8EA02,44386
A0A6S8EVB6,44388
A0A6S8BHL3,44390
A0A6S8C1W6,44397
A0A6S8DTZ9,44404
A0A6S8A213,44415
A0A6S8CAA2,44417
A0A6S8F228,44418
A0A6S8B591,44432
A0A6S8C7E4,44446
A0A6S8EPF4,44457
A0A6S8EGM5,44467
A0A6S8A471,44474
A0A6S8DR85,44483
A0A6S8BXJ2,44487
A0A6S8FGV9,44492
A0A6S8A902,44539
A0A6S8A5L5,44543
A0A6S8DM36,44545
A0A6S8EEB7,44546
A0A6S8A5X8,44559
A0A6S8BRM1,44570
A0A6S8D3Y0,44584
A0A6S8EP58,44587
A0A6S8DKU8,44594
A0A6S8AZ93,44597
A0A6S7ZYF7,44599
A0A6S8BN88,44601
A0A6S8ADM0,44616
A0A6S8BNA9,44630
A0A6S7ZI59,44633
A0A6S8ELK0,44641
